part_type	order_year	order_quarter	num_orders	price_stddev
ECONOMY BRUSHED COPPER	1997	2	65	82656.0044
ECONOMY BRUSHED COPPER	1997	3	71	85570.3848
ECONOMY BRUSHED COPPER	1997	4	74	79000.2089
ECONOMY BRUSHED COPPER	1998	1	89	79830.7463
ECONOMY BRUSHED COPPER	1998	2	86	82247.4391
ECONOMY BRUSHED COPPER	1998	3	27	74322.6615
ECONOMY BRUSHED NICKEL	1993	3	811	81361.2188
ECONOMY BRUSHED NICKEL	1993	4	714	81374.4204
ECONOMY BRUSHED NICKEL	1996	4	17	72949.3047
ECONOMY BRUSHED NICKEL	1997	1	74	84360.7649
ECONOMY BRUSHED NICKEL	1997	2	63	83063.5124
ECONOMY BRUSHED NICKEL	1997	3	64	87800.713
ECONOMY BRUSHED NICKEL	1997	4	62	84047.4138
ECONOMY BRUSHED NICKEL	1998	1	64	79928.0466
ECONOMY BRUSHED NICKEL	1998	2	75	89295.0512
ECONOMY BRUSHED NICKEL	1998	3	25	96837.9342
ECONOMY BRUSHED STEEL	1993	3	799	83339.2857
ECONOMY BRUSHED STEEL	1993	4	719	79578.4867
ECONOMY BRUSHED STEEL	1996	4	15	98131.8208
ECONOMY BRUSHED STEEL	1997	1	69	75101.7756
ECONOMY BRUSHED STEEL	1997	2	64	78497.6829
ECONOMY BRUSHED STEEL	1997	3	70	81450.791
ECONOMY BRUSHED STEEL	1997	4	73	88084.2247
ECONOMY BRUSHED STEEL	1998	1	74	74310.0327
ECONOMY BRUSHED STEEL	1998	2	91	94500.2057
ECONOMY BRUSHED STEEL	1998	3	28	90559.6426
ECONOMY BRUSHED TIN	1993	3	1392	82608.5985
ECONOMY BRUSHED TIN	1993	4	1276	82444.7457
ECONOMY BRUSHED TIN	1996	4	21	87825.4797
ECONOMY BRUSHED TIN	1997	1	137	87939.1138
ECONOMY BRUSHED TIN	1997	2	128	73532.8756
ECONOMY BRUSHED TIN	1997	3	150	87768.7519
ECONOMY BRUSHED TIN	1997	4	110	76799.5179
ECONOMY BRUSHED TIN	1998	1	119	94247.3727
ECONOMY BRUSHED TIN	1998	2	113	74184.8541
ECONOMY BRUSHED TIN	1998	3	50	72890.5522
ECONOMY BURNISHED BRASS	1993	3	1017	83328.1536
ECONOMY BURNISHED BRASS	1993	4	907	81593.5219
ECONOMY BURNISHED BRASS	1996	4	19	63351.8863
ECONOMY BURNISHED BRASS	1997	1	78	75232.3214
ECONOMY BURNISHED BRASS	1997	2	58	93703.6012
ECONOMY BURNISHED BRASS	1997	3	80	85671.3338
ECONOMY BURNISHED BRASS	1997	4	83	85125.8729
ECONOMY BURNISHED BRASS	1998	1	95	86295.4379
ECONOMY BURNISHED BRASS	1998	2	97	81721.7843
ECONOMY BURNISHED BRASS	1998	3	34	71046.604
ECONOMY BURNISHED COPPER	1993	3	774	85251.8086
ECONOMY BURNISHED COPPER	1993	4	674	84186.7622
ECONOMY BURNISHED COPPER	1996	4	22	67975.6545
ECONOMY BURNISHED COPPER	1997	1	83	74780.8414
ECONOMY BURNISHED COPPER	1997	2	58	81669.2804
ECONOMY BURNISHED COPPER	1997	3	66	81331.0045
ECONOMY BURNISHED COPPER	1997	4	71	89047.7667
ECONOMY BURNISHED COPPER	1998	1	73	84554.0648
ECONOMY BURNISHED COPPER	1998	2	69	90174.8558
ECONOMY BURNISHED COPPER	1998	3	15	94693.3601
ECONOMY BURNISHED NICKEL	1993	3	847	82914.9184
ECONOMY BURNISHED NICKEL	1993	4	687	82121.251
ECONOMY BURNISHED NICKEL	1996	4	14	75733.0124
ECONOMY BURNISHED NICKEL	1997	1	62	78947.3801
ECONOMY BURNISHED NICKEL	1997	2	57	85228.0639
ECONOMY BURNISHED NICKEL	1997	3	67	89016.8699
ECONOMY BURNISHED NICKEL	1997	4	68	80089.4224
ECONOMY BURNISHED NICKEL	1998	1	55	88328.0537
ECONOMY BURNISHED NICKEL	1998	2	69	60886.7301
ECONOMY BURNISHED NICKEL	1998	3	23	70661.6781
ECONOMY BURNISHED STEEL	1993	3	796	83693.1587
ECONOMY BURNISHED STEEL	1993	4	697	83432.7961
ECONOMY BURNISHED STEEL	1996	4	22	63926.9023
ECONOMY BURNISHED STEEL	1997	1	71	87735.6645
ECONOMY BURNISHED STEEL	1997	2	70	81886.4422
ECONOMY BURNISHED STEEL	1997	3	75	84544.6336
ECONOMY BURNISHED STEEL	1997	4	75	80768.5101
ECONOMY BURNISHED STEEL	1998	1	66	77593.4149
ECONOMY BURNISHED STEEL	1998	2	66	79110.6495
ECONOMY BURNISHED STEEL	1998	3	23	89149.4882
ECONOMY BURNISHED TIN	1993	3	834	84683.7187
ECONOMY BURNISHED TIN	1993	4	695	82816.6618
ECONOMY BURNISHED TIN	1996	4	17	68387.4988
ECONOMY BURNISHED TIN	1997	1	77	88396.7972
ECONOMY BURNISHED TIN	1997	2	69	87283.1875
ECONOMY BURNISHED TIN	1997	3	66	82702.7798
ECONOMY BURNISHED TIN	1997	4	75	88141.1964
ECONOMY BURNISHED TIN	1998	1	73	93654.9299
ECONOMY BURNISHED TIN	1998	2	69	76570.0224
ECONOMY BURNISHED TIN	1998	3	25	80423.1976
ECONOMY PLATED BRASS	1993	3	819	80646.7069
ECONOMY PLATED BRASS	1993	4	645	83087.451
ECONOMY PLATED BRASS	1996	4	15	93786.1013
ECONOMY PLATED BRASS	1997	1	64	79719.2968
ECONOMY PLATED BRASS	1997	2	74	84757.2885
ECONOMY PLATED BRASS	1997	3	67	84070.0661
ECONOMY PLATED BRASS	1997	4	74	84474.2681
ECONOMY PLATED BRASS	1998	1	70	71965.9798
ECONOMY PLATED BRASS	1998	2	73	83451.2791
ECONOMY PLATED BRASS	1998	3	27	98622.3679
ECONOMY PLATED COPPER	1993	3	1386	83160.2226
ECONOMY PLATED COPPER	1993	4	1191	83211.8191
ECONOMY PLATED COPPER	1996	4	20	85285.6141
ECONOMY PLATED COPPER	1997	1	133	80900.9759
ECONOMY PLATED COPPER	1997	2	130	77072.1
ECONOMY PLATED COPPER	1997	3	118	80498.3003
ECONOMY PLATED COPPER	1997	4	130	84719.9566
ECONOMY PLATED COPPER	1998	1	97	88159.0637
ECONOMY PLATED COPPER	1998	2	105	84038.776
ECONOMY PLATED COPPER	1998	3	68	78834.5863
ECONOMY PLATED NICKEL	1993	3	788	81513.2904
ECONOMY PLATED NICKEL	1993	4	708	84958.7119
ECONOMY PLATED NICKEL	1996	4	18	81490.6006
ECONOMY PLATED NICKEL	1997	1	72	88939.6762
ECONOMY PLATED NICKEL	1997	2	56	74788.3664
ECONOMY PLATED NICKEL	1997	3	70	83075.1776
ECONOMY PLATED NICKEL	1997	4	77	86837.9066
ECONOMY PLATED NICKEL	1998	1	54	83583.5339
ECONOMY PLATED NICKEL	1998	2	67	72687.8175
ECONOMY PLATED NICKEL	1998	3	30	76868.9243
ECONOMY PLATED STEEL	1993	3	1286	86018.9846
ECONOMY PLATED STEEL	1993	4	1092	84525.0643
ECONOMY PLATED STEEL	1996	4	20	90249.3251
ECONOMY PLATED STEEL	1997	1	131	82756.5755
ECONOMY PLATED STEEL	1997	2	121	82615.7628
ECONOMY PLATED STEEL	1997	3	127	73931.497
ECONOMY PLATED STEEL	1997	4	101	92813.8083
ECONOMY PLATED STEEL	1998	1	118	81408.0431
ECONOMY PLATED STEEL	1998	2	117	75854.2185
ECONOMY PLATED STEEL	1998	3	34	86645.9303
ECONOMY PLATED TIN	1993	3	888	81355.8739
ECONOMY PLATED TIN	1993	4	760	82758.3543
ECONOMY PLATED TIN	1996	4	21	64352.3872
ECONOMY PLATED TIN	1997	1	104	76296.8968
ECONOMY PLATED TIN	1997	2	73	92643.5483
ECONOMY PLATED TIN	1997	3	68	88794.1138
ECONOMY PLATED TIN	1997	4	72	92000.6414
ECONOMY PLATED TIN	1998	1	92	87666.2402
ECONOMY PLATED TIN	1998	2	74	81641.5998
ECONOMY PLATED TIN	1998	3	32	84746.3062
ECONOMY POLISHED BRASS	1993	3	1027	84284.2664
ECONOMY POLISHED BRASS	1993	4	892	83318.6907
ECONOMY POLISHED BRASS	1996	4	18	78634.6285
ECONOMY POLISHED BRASS	1997	1	93	85465.8861
ECONOMY POLISHED BRASS	1997	2	90	80192.6437
ECONOMY POLISHED BRASS	1997	3	96	90030.8815
ECONOMY POLISHED BRASS	1997	4	102	86688.2969
ECONOMY POLISHED BRASS	1998	1	65	91262.1745
ECONOMY POLISHED BRASS	1998	2	96	81624.2598
ECONOMY POLISHED BRASS	1998	3	26	85384.5578
ECONOMY POLISHED COPPER	1993	3	1085	84256.6295
ECONOMY POLISHED COPPER	1993	4	910	86289.2471
ECONOMY POLISHED COPPER	1996	4	22	80957.0032
ECONOMY POLISHED COPPER	1997	1	101	80384.7224
ECONOMY POLISHED COPPER	1997	2	97	97332.3891
ECONOMY POLISHED COPPER	1997	3	106	71193.196
ECONOMY POLISHED COPPER	1997	4	107	82380.2695
ECONOMY POLISHED COPPER	1998	1	91	89792.7247
ECONOMY POLISHED COPPER	1998	2	100	87681.5469
ECONOMY POLISHED COPPER	1998	3	44	78967.0601
ECONOMY POLISHED NICKEL	1993	3	822	85604.5098
ECONOMY POLISHED NICKEL	1993	4	697	80001.8033
ECONOMY POLISHED NICKEL	1996	4	15	101280.9511
ECONOMY POLISHED NICKEL	1997	1	68	87806.1653
ECONOMY POLISHED NICKEL	1997	2	61	88099.7282
ECONOMY POLISHED NICKEL	1997	3	68	86080.0243
ECONOMY POLISHED NICKEL	1997	4	67	73158.3372
ECONOMY POLISHED NICKEL	1998	1	50	75399.5455
ECONOMY POLISHED NICKEL	1998	2	63	69515.5685
ECONOMY POLISHED NICKEL	1998	3	29	83399.4226
ECONOMY POLISHED STEEL	1993	3	776	85328.3274
ECONOMY POLISHED STEEL	1993	4	699	85245.5068
ECONOMY POLISHED STEEL	1996	4	15	69797.4982
ECONOMY POLISHED STEEL	1997	1	57	80505.6031
ECONOMY POLISHED STEEL	1997	2	60	71796.7158
ECONOMY POLISHED STEEL	1997	3	65	73750.884
ECONOMY POLISHED STEEL	1997	4	53	76043.0532
ECONOMY POLISHED STEEL	1998	1	62	78066.8983
ECONOMY POLISHED STEEL	1998	2	65	80414.9583
ECONOMY POLISHED STEEL	1998	3	18	65984.064
ECONOMY POLISHED TIN	1993	3	789	82429.6072
ECONOMY POLISHED TIN	1993	4	667	85324.9526
ECONOMY POLISHED TIN	1996	4	16	82004.1183
ECONOMY POLISHED TIN	1997	1	56	82218.7603
ECONOMY POLISHED TIN	1997	2	56	69985.9191
ECONOMY POLISHED TIN	1997	3	72	89371.1763
ECONOMY POLISHED TIN	1997	4	59	75539.1105
ECONOMY POLISHED TIN	1998	1	70	75378.2066
ECONOMY POLISHED TIN	1998	2	57	85572.897
ECONOMY POLISHED TIN	1998	3	23	85981.1955
LARGE ANODIZED BRASS	1993	3	819	83682.46
LARGE ANODIZED BRASS	1993	4	640	81970.5147
LARGE ANODIZED BRASS	1996	4	15	77032.3237
LARGE ANODIZED BRASS	1997	1	73	71122.2979
LARGE ANODIZED BRASS	1997	2	69	77835.5965
LARGE ANODIZED BRASS	1997	3	86	80603.4229
LARGE ANODIZED BRASS	1997	4	69	78833.6422
LARGE ANODIZED BRASS	1998	1	77	83848.9614
LARGE ANODIZED BRASS	1998	2	70	81489.625
LARGE ANODIZED BRASS	1998	3	25	96569.7101
LARGE ANODIZED COPPER	1993	3	827	83661.1563
LARGE ANODIZED COPPER	1993	4	705	80886.3639
LARGE ANODIZED COPPER	1996	4	25	79552.7141
LARGE ANODIZED COPPER	1997	1	64	81648.2577
LARGE ANODIZED COPPER	1997	2	60	99505.5154
LARGE ANODIZED COPPER	1997	3	67	79502.3144
LARGE ANODIZED COPPER	1997	4	52	74108.4266
LARGE ANODIZED COPPER	1998	1	68	82341.7828
LARGE ANODIZED COPPER	1998	2	86	83310.7668
LARGE ANODIZED COPPER	1998	3	30	74580.5017
LARGE ANODIZED NICKEL	1993	3	868	82366.1818
LARGE ANODIZED NICKEL	1993	4	701	85523.8588
LARGE ANODIZED NICKEL	1996	4	14	85143.7809
LARGE ANODIZED NICKEL	1997	1	61	87896.3282
LARGE ANODIZED NICKEL	1997	2	66	77434.1376
LARGE ANODIZED NICKEL	1997	3	69	81327.4662
LARGE ANODIZED NICKEL	1997	4	78	90643.5539
LARGE ANODIZED NICKEL	1998	1	53	82118.766
LARGE ANODIZED NICKEL	1998	2	54	83758.2221
LARGE ANODIZED NICKEL	1998	3	17	75914.0831
LARGE ANODIZED STEEL	1993	3	1788	83338.8905
LARGE ANODIZED STEEL	1993	4	1611	83965.1805
LARGE ANODIZED STEEL	1996	4	27	81962.6479
LARGE ANODIZED STEEL	1997	1	154	76812.1232
LARGE ANODIZED STEEL	1997	2	121	77529.7303
LARGE ANODIZED STEEL	1997	3	181	78628.2689
LARGE ANODIZED STEEL	1997	4	126	68641.71
LARGE ANODIZED STEEL	1998	1	145	83499.1257
LARGE ANODIZED STEEL	1998	2	149	91089.3807
LARGE ANODIZED STEEL	1998	3	70	87703.6481
LARGE ANODIZED TIN	1993	3	831	83033.7828
LARGE ANODIZED TIN	1993	4	719	83097.7586
LARGE ANODIZED TIN	1996	4	16	64340.142
LARGE ANODIZED TIN	1997	1	71	74501.6578
LARGE ANODIZED TIN	1997	2	56	93988.0517
LARGE ANODIZED TIN	1997	3	74	75575.9668
LARGE ANODIZED TIN	1997	4	87	87086.1038
LARGE ANODIZED TIN	1998	1	49	70571.9085
LARGE ANODIZED TIN	1998	2	77	87012.1941
LARGE ANODIZED TIN	1998	3	19	71248.2323
LARGE BRUSHED BRASS	1993	3	820	83241.1025
LARGE BRUSHED BRASS	1993	4	672	82264.1916
LARGE BRUSHED BRASS	1996	4	14	85928.8519
LARGE BRUSHED BRASS	1997	1	74	82464.01
LARGE BRUSHED BRASS	1997	2	66	77717.5075
LARGE BRUSHED BRASS	1997	3	70	79339.2642
LARGE BRUSHED BRASS	1997	4	61	73897.1704
LARGE BRUSHED BRASS	1998	1	59	86124.7775
LARGE BRUSHED BRASS	1998	2	68	79906.8814
LARGE BRUSHED BRASS	1998	3	22	90282.5334
LARGE BRUSHED COPPER	1993	3	810	83953.9703
LARGE BRUSHED COPPER	1993	4	647	75868.9011
LARGE BRUSHED COPPER	1996	4	17	73724.4016
LARGE BRUSHED COPPER	1997	1	80	85214.5731
LARGE BRUSHED COPPER	1997	2	73	91848.9736
LARGE BRUSHED COPPER	1997	3	61	72469.347
LARGE BRUSHED COPPER	1997	4	79	85002.33
LARGE BRUSHED COPPER	1998	1	66	101173.3599
LARGE BRUSHED COPPER	1998	2	76	80689.611
LARGE BRUSHED COPPER	1998	3	27	73275.0674
LARGE BRUSHED NICKEL	1993	3	1528	80119.1834
LARGE BRUSHED NICKEL	1993	4	1301	82297.38
LARGE BRUSHED NICKEL	1996	4	20	86077.1236
LARGE BRUSHED NICKEL	1997	1	138	82547.5748
LARGE BRUSHED NICKEL	1997	2	158	86165.1553
LARGE BRUSHED NICKEL	1997	3	127	84175.6299
LARGE BRUSHED NICKEL	1997	4	111	81624.0474
LARGE BRUSHED NICKEL	1998	1	124	75404.9225
LARGE BRUSHED NICKEL	1998	2	114	83735.6662
LARGE BRUSHED NICKEL	1998	3	43	72497.1603
LARGE BRUSHED STEEL	1993	3	779	87701.3402
LARGE BRUSHED STEEL	1993	4	702	83011.6653
LARGE BRUSHED STEEL	1996	4	14	72512.1501
LARGE BRUSHED STEEL	1997	1	63	73192.0436
LARGE BRUSHED STEEL	1997	2	61	74791.9389
LARGE BRUSHED STEEL	1997	3	81	85762.1577
LARGE BRUSHED STEEL	1997	4	85	77129.6244
LARGE BRUSHED STEEL	1998	1	68	81351.5879
LARGE BRUSHED STEEL	1998	2	76	83843.2893
LARGE BRUSHED STEEL	1998	3	27	64836.6464
LARGE BRUSHED TIN	1993	3	789	82770.802
LARGE BRUSHED TIN	1993	4	696	80453.2606
LARGE BRUSHED TIN	1996	4	13	65763.4791
LARGE BRUSHED TIN	1997	1	71	88024.73
LARGE BRUSHED TIN	1997	2	50	66974.8299
LARGE BRUSHED TIN	1997	3	60	88446.2014
LARGE BRUSHED TIN	1997	4	66	100938.0161
LARGE BRUSHED TIN	1998	1	61	78836.285
LARGE BRUSHED TIN	1998	2	72	81947.3853
LARGE BRUSHED TIN	1998	3	25	76432.0665
LARGE BURNISHED BRASS	1993	3	818	86245.5574
LARGE BURNISHED BRASS	1993	4	707	81565.8693
LARGE BURNISHED BRASS	1996	4	12	85234.5486
LARGE BURNISHED BRASS	1997	1	71	86057.4484
LARGE BURNISHED BRASS	1997	2	49	92849.5861
LARGE BURNISHED BRASS	1997	3	69	82092.9823
LARGE BURNISHED BRASS	1997	4	73	86084.2621
LARGE BURNISHED BRASS	1998	1	76	76426.4649
LARGE BURNISHED BRASS	1998	2	73	82910.8505
LARGE BURNISHED BRASS	1998	3	26	98367.7965
LARGE BURNISHED COPPER	1993	3	793	81237.6662
LARGE BURNISHED COPPER	1993	4	689	82867.5161
LARGE BURNISHED COPPER	1996	4	18	70962.9697
LARGE BURNISHED COPPER	1997	1	69	78196.6147
LARGE BURNISHED COPPER	1997	2	73	89743.3117
LARGE BURNISHED COPPER	1997	3	70	76385.2914
LARGE BURNISHED COPPER	1997	4	72	88984.7002
LARGE BURNISHED COPPER	1998	1	63	78458.1022
LARGE BURNISHED COPPER	1998	2	62	90215.7818
LARGE BURNISHED COPPER	1998	3	22	79924.47
LARGE BURNISHED NICKEL	1993	3	833	77970.0383
LARGE BURNISHED NICKEL	1993	4	652	80635.178
LARGE BURNISHED NICKEL	1996	4	19	83787.2139
LARGE BURNISHED NICKEL	1997	1	77	94104.4484
LARGE BURNISHED NICKEL	1997	2	59	73361.9727
LARGE BURNISHED NICKEL	1997	3	71	91281.5799
LARGE BURNISHED NICKEL	1997	4	69	75559.4175
LARGE BURNISHED NICKEL	1998	1	73	82197.0916
LARGE BURNISHED NICKEL	1998	2	70	74028.7503
LARGE BURNISHED NICKEL	1998	3	33	76928.5656
LARGE BURNISHED STEEL	1993	3	746	81113.6725
LARGE BURNISHED STEEL	1993	4	656	85126.2317
LARGE BURNISHED STEEL	1996	4	15	71549.7474
LARGE BURNISHED STEEL	1997	1	71	87078.7456
LARGE BURNISHED STEEL	1997	2	66	78287.744
LARGE BURNISHED STEEL	1997	3	72	84890.0003
LARGE BURNISHED STEEL	1997	4	72	100858.4217
LARGE BURNISHED STEEL	1998	1	79	89618.5888
LARGE BURNISHED STEEL	1998	2	85	90395.4592
LARGE BURNISHED STEEL	1998	3	30	80640.6603
LARGE BURNISHED TIN	1993	3	1371	83836.7145
LARGE BURNISHED TIN	1993	4	1042	84645.5812
LARGE BURNISHED TIN	1996	4	25	100579.7442
LARGE BURNISHED TIN	1997	1	124	100948.1347
LARGE BURNISHED TIN	1997	2	121	84645.3519
LARGE BURNISHED TIN	1997	3	86	85946.7246
LARGE BURNISHED TIN	1997	4	132	81364.7796
LARGE BURNISHED TIN	1998	1	86	87468.0883
LARGE BURNISHED TIN	1998	2	94	81863.2028
LARGE BURNISHED TIN	1998	3	43	78465.0255
LARGE PLATED BRASS	1993	3	867	82275.2447
LARGE PLATED BRASS	1993	4	794	84245.4877
LARGE PLATED BRASS	1996	4	19	91452.1473
LARGE PLATED BRASS	1997	1	73	75261.021
LARGE PLATED BRASS	1997	2	73	76832.3787
LARGE PLATED BRASS	1997	3	87	71129.8141
LARGE PLATED BRASS	1997	4	74	83577.3066
LARGE PLATED BRASS	1998	1	54	73050.7905
LARGE PLATED BRASS	1998	2	77	86586.8849
LARGE PLATED BRASS	1998	3	24	87202.4319
LARGE PLATED COPPER	1993	3	897	85845.5321
LARGE PLATED COPPER	1993	4	842	80918.0372
LARGE PLATED COPPER	1996	4	12	54550.1525
LARGE PLATED COPPER	1997	1	64	79367.1269
LARGE PLATED COPPER	1997	2	66	88029.6768
LARGE PLATED COPPER	1997	3	93	81901.7696
LARGE PLATED COPPER	1997	4	80	86732.2744
LARGE PLATED COPPER	1998	1	75	98308.5515
LARGE PLATED COPPER	1998	2	77	91646.5806
LARGE PLATED COPPER	1998	3	27	61188.2187
LARGE PLATED NICKEL	1993	3	1290	86140.732
LARGE PLATED NICKEL	1993	4	1120	81817.1214
LARGE PLATED NICKEL	1996	4	36	92084.8607
LARGE PLATED NICKEL	1997	1	116	86484.3791
LARGE PLATED NICKEL	1997	2	106	83069.1518
LARGE PLATED NICKEL	1997	3	100	86050.893
LARGE PLATED NICKEL	1997	4	94	92775.7392
LARGE PLATED NICKEL	1998	1	103	85370.8768
LARGE PLATED NICKEL	1998	2	130	89395.7366
LARGE PLATED NICKEL	1998	3	27	75381.6163
LARGE PLATED STEEL	1993	3	823	80877.1143
LARGE PLATED STEEL	1993	4	683	81179.1866
LARGE PLATED STEEL	1996	4	15	79577.2291
LARGE PLATED STEEL	1997	1	60	77956.9711
LARGE PLATED STEEL	1997	2	70	81748.9644
LARGE PLATED STEEL	1997	3	63	84951.7584
LARGE PLATED STEEL	1997	4	71	83753.1747
LARGE PLATED STEEL	1998	1	80	78764.2948
LARGE PLATED STEEL	1998	2	61	84170.9951
LARGE PLATED STEEL	1998	3	34	72793.2941
LARGE PLATED TIN	1993	3	759	84806.536
LARGE PLATED TIN	1993	4	646	80822.9853
LARGE PLATED TIN	1996	4	14	74076.7655
LARGE PLATED TIN	1997	1	79	89001.8535
LARGE PLATED TIN	1997	2	63	82571.6696
LARGE PLATED TIN	1997	3	62	81110.3039
LARGE PLATED TIN	1997	4	83	80528.6794
LARGE PLATED TIN	1998	1	62	83681.3006
LARGE PLATED TIN	1998	2	57	88492.5699
LARGE PLATED TIN	1998	3	24	73659.7733
LARGE POLISHED BRASS	1993	3	1355	81848.9511
LARGE POLISHED BRASS	1993	4	1293	83662.3881
LARGE POLISHED BRASS	1996	4	25	77062.2786
LARGE POLISHED BRASS	1997	1	126	75903.3003
LARGE POLISHED BRASS	1997	2	104	83615.9147
LARGE POLISHED BRASS	1997	3	136	84104.2934
LARGE POLISHED BRASS	1997	4	127	84653.2227
LARGE POLISHED BRASS	1998	1	120	82518.7681
LARGE POLISHED BRASS	1998	2	118	98193.8957
LARGE POLISHED BRASS	1998	3	41	85754.9108
LARGE POLISHED COPPER	1993	3	797	84769.4094
LARGE POLISHED COPPER	1993	4	718	84561.3041
LARGE POLISHED COPPER	1996	4	16	79827.2852
LARGE POLISHED COPPER	1997	1	66	79190.5952
LARGE POLISHED COPPER	1997	2	72	83460.26
LARGE POLISHED COPPER	1997	3	72	73007.7963
LARGE POLISHED COPPER	1997	4	78	81801.4288
LARGE POLISHED COPPER	1998	1	73	85827.3507
LARGE POLISHED COPPER	1998	2	79	71518.8587
LARGE POLISHED COPPER	1998	3	24	76349.0254
LARGE POLISHED NICKEL	1993	3	1102	82760.0764
LARGE POLISHED NICKEL	1993	4	899	84521.153
LARGE POLISHED NICKEL	1996	4	31	77743.9089
LARGE POLISHED NICKEL	1997	1	112	83916.7394
LARGE POLISHED NICKEL	1997	2	102	90837.2462
LARGE POLISHED NICKEL	1997	3	59	88264.7336
LARGE POLISHED NICKEL	1997	4	80	80031.2583
LARGE POLISHED NICKEL	1998	1	88	86208.8896
LARGE POLISHED NICKEL	1998	2	109	89035.4323
LARGE POLISHED NICKEL	1998	3	26	96485.9633
LARGE POLISHED STEEL	1993	3	796	82957.6182
LARGE POLISHED STEEL	1993	4	689	81472.565
LARGE POLISHED STEEL	1996	4	18	76767.5329
LARGE POLISHED STEEL	1997	1	61	83954.9394
LARGE POLISHED STEEL	1997	2	58	78357.4992
LARGE POLISHED STEEL	1997	3	69	85954.6443
LARGE POLISHED STEEL	1997	4	69	86970.5708
LARGE POLISHED STEEL	1998	1	68	76873.242
LARGE POLISHED STEEL	1998	2	72	85737.3969
LARGE POLISHED STEEL	1998	3	17	69957.3649
LARGE POLISHED TIN	1993	3	778	84868.6337
