Timestamp	Question	Model	LLM_time	SQL_time	Rows	Columns	Percent_rows_equality	Percent_columns_equality	Percent_source_rows_equality	Percent_llm_rows_equality	Total_tokens	Prompt_tokens	Completion_tokens	Cost_total_EUR	Cost_input_tokens_EUR	Cost_output_tokens_EUR
2025-06-27 18:38:49	11	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	2.0	8.7	15	4	1.0	0.0	0.0	0.0	2023	1938	85	0.002597	0.002209	0.000388
2025-06-27 18:38:52	12	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	1.8	1.4	3	2	1.0	1.0	1.0	1.0	1687	1622	65	0.002145	0.001849	0.000296
2025-06-27 18:38:59	13	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	5.2	2.0	6	4	1.0	1.0	1.0	1.0	1934	1736	198	0.002882	0.001979	0.000903
2025-06-27 18:39:05	14	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	4.0	1.7	3	3	1.0	1.0	1.0	1.0	1953	1805	148	0.002733	0.002058	0.000675
2025-06-27 18:39:15	15	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	6.2	3.5	4	13	1.0	1.0	1.0	1.0	1981	1626	355	0.003472	0.001854	0.001619
2025-06-27 18:39:27	16	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	10.7	0.0	0	0	0.0	0.0	0.0	0.0	2212	1816	396	0.003876	0.00207	0.001806
2025-06-27 18:39:34	17	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	4.5	2.2	16	5	1.0	0.83	0.0	0.0	2157	1862	295	0.003468	0.002123	0.001345
2025-06-27 18:39:42	18	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	5.6	2.9	122	6	1.0	1.0	1.0	1.0	2019	1828	191	0.002955	0.002084	0.000871
2025-06-27 18:39:49	19	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	5.6	0.0	0	0	0.0	0.0	0.0	0.0	2518	2297	221	0.003626	0.002619	0.001008
2025-06-27 18:39:58	20	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	3.5	5.1	1501	5	1.0	1.0	1.0	1.0	2476	2286	190	0.003472	0.002606	0.000866
2025-06-27 18:40:03	1	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	3.5	1.5	4	4	1.0	1.0	1.0	1.0	1764	1644	120	0.00531	0.00411	0.0012
2025-06-27 18:40:06	2	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	1.8	1.1	5	4	1.0	1.0	1.0	1.0	1657	1553	104	0.004923	0.003883	0.00104
2025-06-27 18:40:16	3	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	1.7	8.5	5	3	1.0	1.0	1.0	1.0	1906	1837	69	0.005283	0.004593	0.00069
2025-06-27 18:40:24	4	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.4	4.9	5	4	0.33	1.0	0.33	1.0	2357	2165	192	0.007333	0.005413	0.00192
2025-06-27 18:40:30	5	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.6	3.6	424	4	0.0	0.75	0.0	0.0	2387	2185	202	0.007483	0.005463	0.00202
2025-06-27 18:40:35	6	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.9	1.5	10	3	1.0	1.0	1.0	1.0	1869	1724	145	0.00576	0.00431	0.00145
2025-06-27 18:40:39	7	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.2	1.9	7	3	1.0	0.67	0.0	0.0	1661	1582	79	0.004745	0.003955	0.00079
2025-06-27 18:40:44	8	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	3.1	1.6	3	4	1.0	1.0	1.0	1.0	1821	1702	119	0.005445	0.004255	0.00119
2025-06-27 18:40:48	9	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.6	2.0	4	3	1.0	1.0	1.0	1.0	1874	1743	131	0.005668	0.004358	0.00131
2025-06-27 18:40:54	10	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	3.3	2.3	19	4	1.0	1.0	1.0	1.0	1771	1663	108	0.005238	0.004158	0.00108
2025-06-27 18:41:02	11	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	1.4	6.6	15	2	1.0	1.0	1.0	1.0	1914	1855	59	0.005228	0.004638	0.00059
2025-06-27 18:41:06	12	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	1.8	1.5	3	2	1.0	1.0	1.0	1.0	1619	1555	64	0.004528	0.003888	0.00064
2025-06-27 18:41:12	13	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	4.6	2.1	6	4	1.0	1.0	1.0	1.0	1859	1667	192	0.006088	0.004168	0.00192
2025-06-27 18:41:17	14	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.0	2.2	3	3	1.0	1.0	1.0	1.0	1857	1730	127	0.005595	0.004325	0.00127
2025-06-27 18:41:25	15	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	4.8	3.6	4	13	1.0	1.0	1.0	1.0	1914	1559	355	0.007448	0.003898	0.00355
2025-06-27 18:41:33	16	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	5.7	1.9	20	6	1.0	1.0	1.0	1.0	2160	1744	416	0.00852	0.00436	0.00416
2025-06-27 18:41:41	17	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	5.0	2.4	16	6	1.0	0.83	0.0	0.0	2095	1787	308	0.007548	0.004468	0.00308
2025-06-27 18:41:46	18	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.8	2.6	122	6	1.0	1.0	1.0	1.0	1938	1754	184	0.006225	0.004385	0.00184
2025-06-27 18:41:58	19	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	4.0	7.4	73	7	0.7	0.43	0.0	0.0	2490	2204	286	0.00837	0.00551	0.00286
2025-06-27 18:42:06	20	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	3.3	4.8	1501	5	1.0	1.0	1.0	1.0	2385	2193	192	0.007403	0.005483	0.00192
2025-06-27 18:42:10	1	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.1	1.5	4	4	1.0	1.0	1.0	1.0	1766	1644	122	0.00032	0.000247	7.3e-05
2025-06-27 18:42:13	2	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.2	1.1	5	4	1.0	1.0	1.0	1.0	1653	1553	100	0.000293	0.000233	6e-05
2025-06-27 18:42:31	3	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	1.8	15.6	5	3	1.0	1.0	1.0	1.0	1917	1837	80	0.000324	0.000276	4.8e-05
2025-06-27 18:42:35	4	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	3.1	1.1	0	4	0.0	1.0	0.0	0.0	2343	2165	178	0.000432	0.000325	0.000107
2025-06-27 18:42:42	5	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.9	3.6	424	4	0.0	0.75	0.0	0.0	2382	2185	197	0.000446	0.000328	0.000118
2025-06-27 18:42:47	6	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	3.6	1.5	10	3	1.0	1.0	1.0	1.0	1869	1724	145	0.000346	0.000259	8.7e-05
2025-06-27 18:42:51	7	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	1.8	2.0	7	3	1.0	0.67	0.0	0.0	1661	1582	79	0.000285	0.000237	4.7e-05
2025-06-27 18:42:56	8	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	3.0	1.8	3	4	1.0	1.0	1.0	1.0	1836	1702	134	0.000336	0.000255	8e-05
2025-06-27 18:43:02	9	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	4.1	1.9	4	3	1.0	1.0	1.0	1.0	1874	1743	131	0.00034	0.000261	7.9e-05
2025-06-27 18:43:07	10	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.3	2.4	19	4	1.0	1.0	1.0	1.0	1765	1663	102	0.000311	0.000249	6.1e-05
2025-06-27 18:43:15	11	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	1.8	6.8	15	2	1.0	1.0	1.0	1.0	1924	1855	69	0.00032	0.000278	4.1e-05
2025-06-27 18:43:18	12	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	1.6	1.4	3	2	1.0	1.0	1.0	1.0	1619	1555	64	0.000272	0.000233	3.8e-05
2025-06-27 18:43:26	13	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	6.1	1.3	6	4	1.0	1.0	1.0	1.0	1902	1667	235	0.000391	0.00025	0.000141
2025-06-27 18:43:31	14	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	4.3	1.0	0	3	0.0	1.0	0.0	0.0	1855	1730	125	0.000334	0.000259	7.5e-05
2025-06-27 18:43:38	15	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	3.5	3.3	4	13	1.0	1.0	1.0	1.0	1878	1559	319	0.000425	0.000234	0.000191
2025-06-27 18:43:45	16	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	4.4	2.5	0	6	0.0	1.0	0.0	0.0	2089	1744	345	0.000469	0.000262	0.000207
2025-06-27 18:43:52	17	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	5.3	0.0	0	0	0.0	0.0	0.0	0.0	2151	1787	364	0.000486	0.000268	0.000218
2025-06-27 18:43:58	18	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	3.9	2.8	122	6	1.0	0.83	0.0	0.0	1929	1754	175	0.000368	0.000263	0.000105
2025-06-27 18:44:11	19	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	11.2	0.0	0	0	0.0	0.0	0.0	0.0	2453	2204	249	0.00048	0.000331	0.000149
2025-06-27 18:44:19	20	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	3.1	4.8	1501	5	1.0	1.0	1.0	1.0	2374	2193	181	0.000438	0.000329	0.000109
2025-06-27 18:44:23	1	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	2.0	1.5	4	4	1.0	1.0	1.0	1.0	1741	1621	120	0.006663	0.004863	0.0018
2025-06-27 18:44:29	2	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	4.3	1.1	5	4	1.0	1.0	1.0	1.0	1634	1531	103	0.006138	0.004593	0.001545
2025-06-27 18:44:40	3	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	1.7	9.3	5	3	1.0	1.0	1.0	1.0	1881	1809	72	0.006507	0.005427	0.00108
2025-06-27 18:44:51	4	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	4.8	6.1	15	4	1.0	1.0	1.0	1.0	2398	2136	262	0.010338	0.006408	0.00393
2025-06-27 18:44:55	5	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	3.2	0.0	0	0	0.0	0.0	0.0	0.0	2366	2154	212	0.009642	0.006462	0.00318
2025-06-27 18:45:00	6	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	2.8	1.7	10	3	1.0	1.0	1.0	1.0	1845	1699	146	0.007287	0.005097	0.00219
2025-06-27 18:45:04	7	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	1.9	2.0	7	3	1.0	0.67	0.0	0.0	1638	1559	79	0.005862	0.004677	0.001185
2025-06-27 18:45:09	8	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	2.9	1.8	3	4	1.0	1.0	1.0	1.0	1802	1679	123	0.006882	0.005037	0.001845
2025-06-27 18:45:13	9	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	2.3	2.0	4	3	1.0	1.0	1.0	1.0	1849	1719	130	0.007107	0.005157	0.00195
2025-06-27 18:45:17	10	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	1.8	2.3	19	4	1.0	1.0	1.0	1.0	1740	1640	100	0.00642	0.00492	0.0015
2025-06-27 18:45:26	11	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	1.7	7.3	15	2	1.0	1.0	1.0	1.0	1887	1827	60	0.006381	0.005481	0.0009
2025-06-27 18:45:30	12	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	1.7	1.4	3	2	1.0	1.0	1.0	1.0	1596	1532	64	0.005556	0.004596	0.00096
2025-06-27 18:45:34	13	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	2.8	1.4	6	4	1.0	1.0	1.0	1.0	1842	1644	198	0.007902	0.004932	0.00297
2025-06-27 18:45:38	14	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	2.3	1.7	3	3	1.0	1.0	1.0	1.0	1844	1706	138	0.007188	0.005118	0.00207
2025-06-27 18:45:46	15	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	4.6	3.6	4	13	1.0	1.0	1.0	1.0	1891	1536	355	0.009933	0.004608	0.005325
2025-06-27 18:45:53	16	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	4.4	2.0	20	6	1.0	1.0	1.0	1.0	2070	1721	349	0.010398	0.005163	0.005235
2025-06-27 18:46:02	17	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	6.4	2.3	16	6	1.0	0.83	0.0	0.0	2064	1762	302	0.009816	0.005286	0.00453
2025-06-27 18:46:09	18	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	4.5	2.8	122	6	1.0	0.83	0.0	0.0	1954	1731	223	0.008538	0.005193	0.003345
2025-06-27 18:46:19	19	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	4.2	5.4	105	7	1.0	1.0	1.0	1.0	2453	2174	279	0.010707	0.006522	0.004185
2025-06-27 18:46:28	20	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	4.0	4.7	1501	5	1.0	1.0	1.0	1.0	2336	2164	172	0.009072	0.006492	0.00258
2025-06-27 18:46:36	1	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	6.2	1.5	4	4	1.0	1.0	1.0	1.0	2606	1622	120	0.000558	0.000405	0.000152
2025-06-27 18:46:46	2	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	9.2	1.1	5	4	1.0	1.0	1.0	1.0	3140	1532	103	0.000514	0.000383	0.000131
2025-06-27 18:47:07	3	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	6.3	14.4	5	3	1.0	1.0	1.0	1.0	2674	1810	69	0.00054	0.000452	8.8e-05
2025-06-27 18:47:46	4	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	33.4	5.6	15	4	1.0	1.0	1.0	1.0	6514	2137	272	0.00088	0.000534	0.000345
2025-06-27 18:48:30	5	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	40.7	3.4	123	3	1.0	0.5	0.0	0.0	7771	2155	231	0.000832	0.000539	0.000293
2025-06-27 18:48:47	6	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	14.8	1.5	10	3	1.0	1.0	1.0	1.0	3333	1700	143	0.000607	0.000425	0.000182
2025-06-27 18:48:58	7	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	8.4	2.8	7	3	1.0	1.0	1.0	1.0	3011	1560	76	0.000487	0.00039	9.7e-05
2025-06-27 18:49:07	8	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	6.6	2.6	3	4	1.0	1.0	1.0	1.0	2783	1680	118	0.00057	0.00042	0.00015
2025-06-27 18:49:32	9	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	21.5	3.4	4	3	1.0	1.0	1.0	1.0	5600	1720	146	0.000615	0.00043	0.000185
2025-06-27 18:49:48	10	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	10.0	5.8	19	4	1.0	1.0	1.0	1.0	3348	1641	113	0.000554	0.00041	0.000144
2025-06-27 18:50:19	11	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	12.9	17.3	15	2	1.0	1.0	1.0	1.0	4123	1828	54	0.000526	0.000457	6.9e-05
2025-06-27 18:50:34	12	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	13.0	2.4	3	2	1.0	1.0	1.0	1.0	3855	1533	71	0.000473	0.000383	9e-05
2025-06-27 18:50:48	13	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	12.9	1.2	6	4	1.0	1.0	1.0	1.0	3925	1645	247	0.000725	0.000411	0.000314
2025-06-27 18:51:09	14	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	18.8	1.6	3	3	1.0	1.0	1.0	1.0	4979	1707	140	0.000605	0.000427	0.000178
2025-06-27 18:51:54	15	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	42.6	1.8	4	13	1.0	1.0	1.0	1.0	9043	1537	521	0.001046	0.000384	0.000662
2025-06-27 18:52:23	16	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	27.2	2.0	20	6	1.0	1.0	1.0	1.0	6666	1722	457	0.001011	0.000431	0.00058
