Timestamp	Question	Model	LLM_time	SQL_time	Rows	Columns	Percent_rows_equality	Percent_columns_equality	Percent_source_rows_equality	Percent_llm_rows_equality	Total_tokens	Prompt_tokens	Completion_tokens	Cost_total_EUR	Cost_input_tokens_EUR	Cost_output_tokens_EUR
2025-06-01 21:14:36	19	gpt-4o	2.8	0.0	0	0	0.0	0.0	0.0	0.0	2464	2204	260	0.00811	0.00551	0.0026
2025-06-01 21:14:50	20	gpt-4o	9.0	4.3	1501	5	1.0	1.0	1.0	1.0	2386	2193	193	0.007413	0.005483	0.00193
2025-06-01 21:14:53	1	gpt-4o-mini	1.8	1.6	4	4	1.0	1.0	1.0	1.0	1766	1644	122	0.00032	0.000247	7.3e-05
2025-06-01 21:14:56	2	gpt-4o-mini	1.6	1.1	5	4	1.0	1.0	1.0	1.0	1653	1553	100	0.000293	0.000233	6e-05
2025-06-01 21:15:06	3	gpt-4o-mini	1.5	8.2	5	3	1.0	1.0	1.0	1.0	1916	1837	79	0.000323	0.000276	4.7e-05
2025-06-01 21:15:09	4	gpt-4o-mini	2.3	1.3	0	4	0.0	1.0	0.0	0.0	2337	2165	172	0.000428	0.000325	0.000103
2025-06-01 21:15:15	5	gpt-4o-mini	2.4	3.0	424	4	0.0	0.75	0.0	0.0	2382	2185	197	0.000446	0.000328	0.000118
2025-06-01 21:15:18	6	gpt-4o-mini	1.9	1.4	10	3	1.0	1.0	1.0	1.0	1869	1724	145	0.000346	0.000259	8.7e-05
2025-06-01 21:15:21	7	gpt-4o-mini	1.5	1.7	7	3	1.0	1.0	1.0	1.0	1661	1582	79	0.000285	0.000237	4.7e-05
2025-06-01 21:15:25	8	gpt-4o-mini	1.7	1.6	3	4	1.0	1.0	1.0	1.0	1835	1702	133	0.000335	0.000255	8e-05
2025-06-01 21:15:55	9	gpt-4o-mini	28.4	1.7	4	3	1.0	1.0	1.0	1.0	1874	1743	131	0.00034	0.000261	7.9e-05
2025-06-01 21:15:59	10	gpt-4o-mini	2.2	2.2	19	4	1.0	1.0	1.0	1.0	1763	1663	100	0.000309	0.000249	6e-05
2025-06-01 21:16:07	11	gpt-4o-mini	1.5	6.5	15	2	1.0	1.0	1.0	1.0	1924	1855	69	0.00032	0.000278	4.1e-05
2025-06-01 21:16:10	12	gpt-4o-mini	1.4	1.4	3	2	1.0	1.0	1.0	1.0	1619	1555	64	0.000272	0.000233	3.8e-05
2025-06-01 21:16:14	13	gpt-4o-mini	2.6	1.2	6	4	1.0	1.0	1.0	1.0	1902	1667	235	0.000391	0.00025	0.000141
2025-06-01 21:16:18	14	gpt-4o-mini	2.9	1.1	0	3	0.0	1.0	0.0	0.0	1855	1730	125	0.000334	0.000259	7.5e-05
2025-06-01 21:16:26	15	gpt-4o-mini	4.7	3.3	4	13	1.0	1.0	1.0	1.0	1878	1559	319	0.000425	0.000234	0.000191
2025-06-01 21:16:32	16	gpt-4o-mini	3.4	2.2	0	6	0.0	1.0	0.0	0.0	2115	1744	371	0.000484	0.000262	0.000223
2025-06-01 21:16:58	17	gpt-4o-mini	24.2	2.0	6	9	0.38	0.83	0.0	0.0	2188	1787	401	0.000509	0.000268	0.000241
2025-06-01 21:17:03	18	gpt-4o-mini	2.4	2.8	122	6	1.0	1.0	1.0	1.0	1929	1754	175	0.000368	0.000263	0.000105
2025-06-01 21:17:12	19	gpt-4o-mini	3.2	4.9	105	6	1.0	0.86	0.0	0.0	2489	2204	285	0.000502	0.000331	0.000171
2025-06-01 21:17:16	20	gpt-4o-mini	2.1	2.4	0	5	0.0	1.0	0.0	0.0	2358	2193	165	0.000428	0.000329	9.9e-05
2025-06-01 21:17:21	1	grok-3	3.3	1.5	4	4	1.0	1.0	1.0	1.0	1742	1621	121	0.006678	0.004863	0.001815
2025-06-01 21:17:26	2	grok-3	3.5	1.1	5	4	1.0	1.0	1.0	1.0	1634	1531	103	0.006138	0.004593	0.001545
2025-06-01 21:17:42	3	grok-3	1.7	13.9	5	3	1.0	1.0	1.0	1.0	1881	1809	72	0.006507	0.005427	0.00108
2025-06-01 21:17:51	4	grok-3	3.8	5.3	15	4	1.0	1.0	1.0	1.0	2391	2136	255	0.010233	0.006408	0.003825
2025-06-01 21:17:55	5	grok-3	3.2	0.0	0	0	0.0	0.0	0.0	0.0	2360	2154	206	0.009552	0.006462	0.00309
2025-06-01 21:17:59	6	grok-3	2.3	1.6	10	3	1.0	1.0	1.0	1.0	1845	1699	146	0.007287	0.005097	0.00219
2025-06-01 21:18:03	7	grok-3	1.8	1.7	7	3	1.0	1.0	1.0	1.0	1638	1559	79	0.005862	0.004677	0.001185
2025-06-01 21:18:06	8	grok-3	2.0	1.7	3	4	1.0	1.0	1.0	1.0	1798	1679	119	0.006822	0.005037	0.001785
2025-06-01 21:18:12	9	grok-3	3.9	2.0	4	3	1.0	1.0	1.0	1.0	1849	1719	130	0.007107	0.005157	0.00195
2025-06-01 21:18:17	10	grok-3	3.1	2.1	19	4	1.0	1.0	1.0	1.0	1739	1640	99	0.006405	0.00492	0.001485
2025-06-01 21:18:25	11	grok-3	1.5	6.2	15	2	1.0	1.0	1.0	1.0	1887	1827	60	0.006381	0.005481	0.0009
2025-06-01 21:18:28	12	grok-3	1.6	1.5	3	2	1.0	1.0	1.0	1.0	1596	1532	64	0.005556	0.004596	0.00096
2025-06-01 21:18:33	13	grok-3	2.9	1.2	6	4	1.0	1.0	1.0	1.0	1890	1644	246	0.008622	0.004932	0.00369
2025-06-01 21:18:36	14	grok-3	2.1	1.5	3	3	1.0	1.0	1.0	1.0	1844	1706	138	0.007188	0.005118	0.00207
2025-06-01 21:18:44	15	grok-3	4.1	3.2	4	13	1.0	1.0	1.0	1.0	1891	1536	355	0.009933	0.004608	0.005325
2025-06-01 21:18:50	16	grok-3	4.4	1.8	20	6	1.0	1.0	1.0	1.0	2082	1721	361	0.010578	0.005163	0.005415
2025-06-01 21:18:56	17	grok-3	4.2	2.2	16	6	1.0	0.83	0.0	0.0	2062	1762	300	0.009786	0.005286	0.0045
2025-06-01 21:19:02	18	grok-3	2.9	2.7	122	6	1.0	0.83	0.0	0.0	1904	1731	173	0.007788	0.005193	0.002595
2025-06-01 21:19:11	19	grok-3	3.7	5.0	105	7	1.0	1.0	1.0	1.0	2449	2174	275	0.010647	0.006522	0.004125
2025-06-01 21:19:18	20	grok-3	3.1	4.1	1501	5	1.0	1.0	1.0	1.0	2339	2164	175	0.009117	0.006492	0.002625
2025-06-01 21:19:24	1	grok-3-mini	4.5	1.5	4	4	1.0	1.0	1.0	1.0	2354	1622	119	0.000557	0.000405	0.000151
2025-06-01 21:19:33	2	grok-3-mini	7.2	1.2	5	4	1.0	1.0	1.0	1.0	2681	1532	103	0.000514	0.000383	0.000131
2025-06-01 21:19:55	3	grok-3-mini	8.8	13.7	5	3	1.0	1.0	1.0	1.0	3072	1810	71	0.000543	0.000452	9e-05
2025-06-01 21:20:23	4	grok-3-mini	22.0	5.6	15	4	1.0	1.0	1.0	1.0	6108	2137	278	0.000887	0.000534	0.000353
2025-06-01 21:20:58	5	grok-3-mini	31.0	3.5	123	3	1.0	0.5	0.0	0.0	7276	2155	253	0.00086	0.000539	0.000321
2025-06-01 21:21:10	6	grok-3-mini	10.9	1.4	10	3	1.0	1.0	1.0	1.0	3592	1700	148	0.000613	0.000425	0.000188
2025-06-01 21:21:20	7	grok-3-mini	8.3	2.0	7	3	1.0	1.0	1.0	1.0	2989	1560	83	0.000495	0.00039	0.000105
2025-06-01 21:21:32	8	grok-3-mini	10.2	1.7	3	4	1.0	1.0	1.0	1.0	3309	1680	121	0.000574	0.00042	0.000154
2025-06-01 21:21:51	9	grok-3-mini	17.1	1.9	4	3	1.0	1.0	1.0	1.0	4800	1720	132	0.000598	0.00043	0.000168
2025-06-01 21:22:01	10	grok-3-mini	7.0	2.2	19	4	1.0	1.0	1.0	1.0	2836	1641	101	0.000539	0.00041	0.000128
2025-06-01 21:22:18	11	grok-3-mini	10.9	6.4	15	2	1.0	1.0	1.0	1.0	3729	1828	55	0.000527	0.000457	7e-05
2025-06-01 21:22:28	12	grok-3-mini	8.2	1.5	3	2	1.0	1.0	1.0	1.0	2939	1533	71	0.000473	0.000383	9e-05
2025-06-01 21:22:40	13	grok-3-mini	10.5	2.3	6	4	1.0	1.0	1.0	1.0	3489	1645	235	0.00071	0.000411	0.000298
2025-06-01 21:22:54	14	grok-3-mini	11.8	1.5	3	5	1.0	1.0	1.0	1.0	3798	1707	170	0.000643	0.000427	0.000216
2025-06-01 21:23:14	15	grok-3-mini	14.1	5.5	4	13	1.0	1.0	1.0	1.0	4055	1537	247	0.000698	0.000384	0.000314
2025-06-01 21:23:39	16	grok-3-mini	24.0	1.7	20	6	1.0	1.0	1.0	1.0	6070	1722	336	0.000857	0.000431	0.000427
2025-06-01 21:23:58	17	grok-3-mini	16.7	1.9	16	6	1.0	0.83	0.0	0.0	4753	1763	259	0.00077	0.000441	0.000329
2025-06-01 21:24:29	18	grok-3-mini	28.4	2.5	122	6	1.0	0.83	0.0	0.0	6596	1732	214	0.000705	0.000433	0.000272
2025-06-01 21:24:54	19	grok-3-mini	19.5	5.0	105	7	1.0	1.0	1.0	1.0	5656	2175	297	0.000921	0.000544	0.000377
2025-06-01 21:25:45	20	grok-3-mini	46.5	4.5	1501	5	1.0	0.6	0.0	0.0	10277	2165	220	0.000821	0.000541	0.000279
