Timestamp	Question	Model	LLM_time	SQL_time	Rows	Columns	Percent_rows_equality	Percent_columns_equality	Percent_source_rows_equality	Percent_llm_rows_equality	Total_tokens	Prompt_tokens	Completion_tokens	Cost_total_EUR	Cost_input_tokens_EUR	Cost_output_tokens_EUR
2025-06-27 19:52:21	11	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	2.7	8.1	15	4	1.0	0.0	0.0	0.0	2023	1938	85	0.002597	0.002209	0.000388
2025-06-27 19:52:24	12	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	1.5	1.4	3	2	1.0	1.0	1.0	1.0	1687	1622	65	0.002145	0.001849	0.000296
2025-06-27 19:52:29	13	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	3.7	1.9	6	4	1.0	1.0	1.0	1.0	1934	1736	198	0.002882	0.001979	0.000903
2025-06-27 19:52:35	14	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	3.6	1.5	3	3	1.0	1.0	1.0	1.0	1953	1805	148	0.002733	0.002058	0.000675
2025-06-27 19:52:45	15	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	7.4	3.2	4	13	1.0	1.0	1.0	1.0	1981	1626	355	0.003472	0.001854	0.001619
2025-06-27 19:52:53	16	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	6.4	0.0	0	0	0.0	0.0	0.0	0.0	2212	1816	396	0.003876	0.00207	0.001806
2025-06-27 19:53:01	17	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	6.0	2.0	16	6	1.0	0.83	0.0	0.0	2132	1862	270	0.003354	0.002123	0.001231
2025-06-27 19:53:07	18	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	3.5	2.6	122	6	1.0	1.0	1.0	1.0	2019	1828	191	0.002955	0.002084	0.000871
2025-06-27 19:53:16	19	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	7.8	0.0	0	0	0.0	0.0	0.0	0.0	2534	2297	237	0.003699	0.002619	0.001081
2025-06-27 19:53:24	20	{'id': 'msdn-corp', 'name': 'DeepSeek-V3-0324', 'cost_input_tokens_EUR_1K': 0.00114, 'cost_output_tokens_EUR_1K': 0.00456}	3.8	4.4	1501	5	1.0	1.0	1.0	1.0	2475	2286	189	0.003468	0.002606	0.000862
2025-06-27 19:53:28	1	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	1.8	1.5	4	4	1.0	1.0	1.0	1.0	1767	1644	123	0.00534	0.00411	0.00123
2025-06-27 19:53:32	2	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.3	1.1	5	4	1.0	1.0	1.0	1.0	1656	1553	103	0.004913	0.003883	0.00103
2025-06-27 19:53:41	3	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	1.3	7.4	5	3	1.0	1.0	1.0	1.0	1906	1837	69	0.005283	0.004593	0.00069
2025-06-27 19:53:49	4	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	3.0	5.3	15	4	1.0	1.0	1.0	1.0	2409	2165	244	0.007853	0.005413	0.00244
2025-06-27 19:53:55	5	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	3.0	3.2	123	4	1.0	0.75	0.0	0.0	2390	2185	205	0.007513	0.005463	0.00205
2025-06-27 19:53:59	6	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.4	1.4	10	3	1.0	1.0	1.0	1.0	1869	1724	145	0.00576	0.00431	0.00145
2025-06-27 19:54:03	7	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.2	1.9	7	3	1.0	1.0	1.0	1.0	1661	1582	79	0.004745	0.003955	0.00079
2025-06-27 19:54:08	8	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.7	1.6	3	4	1.0	1.0	1.0	1.0	1821	1702	119	0.005445	0.004255	0.00119
2025-06-27 19:54:12	9	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.7	1.8	4	3	1.0	1.0	1.0	1.0	1874	1743	131	0.005668	0.004358	0.00131
2025-06-27 19:54:16	10	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	1.9	2.0	19	4	1.0	1.0	1.0	1.0	1771	1663	108	0.005238	0.004158	0.00108
2025-06-27 19:54:24	11	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	1.5	6.1	15	2	1.0	1.0	1.0	1.0	1914	1855	59	0.005228	0.004638	0.00059
2025-06-27 19:54:27	12	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	1.9	1.4	3	2	1.0	1.0	1.0	1.0	1619	1555	64	0.004528	0.003888	0.00064
2025-06-27 19:54:32	13	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.9	1.9	6	4	1.0	1.0	1.0	1.0	1859	1667	192	0.006088	0.004168	0.00192
2025-06-27 19:54:37	14	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	2.6	2.0	3	3	1.0	1.0	1.0	1.0	1858	1730	128	0.005605	0.004325	0.00128
2025-06-27 19:54:45	15	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	4.2	3.3	4	13	1.0	1.0	1.0	1.0	1898	1559	339	0.007288	0.003898	0.00339
2025-06-27 19:54:53	16	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	6.2	1.8	20	6	1.0	1.0	1.0	1.0	2097	1744	353	0.00789	0.00436	0.00353
2025-06-27 19:54:59	17	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	4.2	2.2	16	6	1.0	0.83	0.0	0.0	2104	1787	317	0.007638	0.004468	0.00317
2025-06-27 19:55:05	18	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	3.0	2.6	122	6	1.0	1.0	1.0	1.0	1948	1754	194	0.006325	0.004385	0.00194
2025-06-27 19:55:09	19	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	3.1	0.0	0	0	0.0	0.0	0.0	0.0	2466	2204	262	0.00813	0.00551	0.00262
2025-06-27 19:55:16	20	{'id': 'msdn-corp', 'name': 'gpt-4o', 'cost_input_tokens_EUR_1K': 0.0025, 'cost_output_tokens_EUR_1K': 0.01}	3.0	4.2	1501	5	1.0	1.0	1.0	1.0	2385	2193	192	0.007403	0.005483	0.00192
2025-06-27 19:55:20	1	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	1.7	1.4	4	4	1.0	1.0	1.0	1.0	1766	1644	122	0.00032	0.000247	7.3e-05
2025-06-27 19:55:23	2	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	1.5	1.1	5	4	1.0	1.0	1.0	1.0	1655	1553	102	0.000294	0.000233	6.1e-05
2025-06-27 19:55:32	3	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	1.8	7.5	5	3	1.0	1.0	1.0	1.0	1916	1837	79	0.000323	0.000276	4.7e-05
2025-06-27 19:55:36	4	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.2	1.1	0	4	0.0	1.0	0.0	0.0	2344	2165	179	0.000432	0.000325	0.000107
2025-06-27 19:55:41	5	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.2	3.3	424	4	0.0	0.75	0.0	0.0	2381	2185	196	0.000445	0.000328	0.000118
2025-06-27 19:55:46	6	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	3.2	1.4	10	3	1.0	1.0	1.0	1.0	1869	1724	145	0.000346	0.000259	8.7e-05
2025-06-27 19:55:49	7	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	1.3	2.0	7	3	1.0	1.0	1.0	1.0	1661	1582	79	0.000285	0.000237	4.7e-05
2025-06-27 19:55:53	8	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.1	1.7	3	4	1.0	1.0	1.0	1.0	1836	1702	134	0.000336	0.000255	8e-05
2025-06-27 19:55:57	9	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.0	1.4	1	3	0.25	0.0	0.0	0.0	1886	1743	143	0.000347	0.000261	8.6e-05
2025-06-27 19:56:01	10	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	1.7	2.1	19	4	1.0	1.0	1.0	1.0	1763	1663	100	0.000309	0.000249	6e-05
2025-06-27 19:56:12	11	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	1.3	10.1	15	2	1.0	1.0	1.0	1.0	1924	1855	69	0.00032	0.000278	4.1e-05
2025-06-27 19:56:15	12	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	1.6	1.6	3	2	1.0	1.0	1.0	1.0	1619	1555	64	0.000272	0.000233	3.8e-05
2025-06-27 19:56:19	13	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.4	1.2	6	4	1.0	1.0	1.0	1.0	1903	1667	236	0.000392	0.00025	0.000142
2025-06-27 19:56:22	14	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.0	1.0	0	3	0.0	1.0	0.0	0.0	1856	1730	126	0.000335	0.000259	7.6e-05
2025-06-27 19:56:29	15	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.9	4.3	4	13	1.0	1.0	1.0	1.0	1876	1559	317	0.000424	0.000234	0.00019
2025-06-27 19:56:35	16	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.7	2.4	0	6	0.0	1.0	0.0	0.0	2075	1744	331	0.00046	0.000262	0.000199
2025-06-27 19:56:40	17	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	3.5	2.2	6	9	0.38	0.83	0.0	0.0	2150	1787	363	0.000486	0.000268	0.000218
2025-06-27 19:56:46	18	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	3.1	2.5	122	6	1.0	1.0	1.0	1.0	1935	1754	181	0.000372	0.000263	0.000109
2025-06-27 19:56:54	19	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.5	5.4	105	4	1.0	0.57	0.0	0.0	2421	2204	217	0.000461	0.000331	0.00013
2025-06-27 19:57:01	20	{'id': 'msdn-corp', 'name': 'gpt-4o-mini', 'cost_input_tokens_EUR_1K': 0.00015, 'cost_output_tokens_EUR_1K': 0.0006}	2.1	4.2	1501	5	1.0	0.8	0.0	0.0	2369	2193	176	0.000435	0.000329	0.000106
2025-06-27 19:57:07	1	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	4.7	1.5	4	4	1.0	1.0	1.0	1.0	1741	1621	120	0.006663	0.004863	0.0018
2025-06-27 19:57:13	2	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	4.0	1.1	5	4	1.0	1.0	1.0	1.0	1636	1531	105	0.006168	0.004593	0.001575
2025-06-27 19:57:22	3	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	1.9	7.6	5	3	1.0	1.0	1.0	1.0	1878	1809	69	0.006462	0.005427	0.001035
2025-06-27 19:57:34	4	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	6.7	5.2	15	4	1.0	1.0	1.0	1.0	2397	2136	261	0.010323	0.006408	0.003915
2025-06-27 19:57:41	5	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	5.9	0.0	0	0	0.0	0.0	0.0	0.0	2357	2154	203	0.009507	0.006462	0.003045
2025-06-27 19:57:48	6	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	5.4	1.4	10	3	1.0	1.0	1.0	1.0	1845	1699	146	0.007287	0.005097	0.00219
2025-06-27 19:57:54	7	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	3.5	1.9	7	3	1.0	1.0	1.0	1.0	1638	1559	79	0.005862	0.004677	0.001185
2025-06-27 19:57:58	8	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	2.6	1.6	3	4	1.0	1.0	1.0	1.0	1798	1679	119	0.006822	0.005037	0.001785
2025-06-27 19:58:05	9	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	5.1	1.9	4	3	1.0	1.0	1.0	1.0	1852	1719	133	0.007152	0.005157	0.001995
2025-06-27 19:58:15	10	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	7.8	2.4	19	4	1.0	1.0	1.0	1.0	1739	1640	99	0.006405	0.00492	0.001485
2025-06-27 19:58:25	11	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	3.5	6.2	15	2	1.0	1.0	1.0	1.0	1886	1827	59	0.006366	0.005481	0.000885
2025-06-27 19:58:31	12	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	4.3	1.3	3	2	1.0	1.0	1.0	1.0	1596	1532	64	0.005556	0.004596	0.00096
2025-06-27 19:58:37	13	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	4.6	1.2	6	4	1.0	1.0	1.0	1.0	1890	1644	246	0.008622	0.004932	0.00369
2025-06-27 19:58:43	14	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	4.4	1.6	3	3	1.0	1.0	1.0	1.0	1844	1706	138	0.007188	0.005118	0.00207
2025-06-27 19:58:53	15	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	7.8	1.6	4	13	1.0	1.0	1.0	1.0	1924	1536	388	0.010428	0.004608	0.00582
2025-06-27 19:59:01	16	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	6.4	1.8	20	6	1.0	1.0	1.0	1.0	2084	1721	363	0.010608	0.005163	0.005445
2025-06-27 19:59:10	17	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	7.2	2.1	16	6	1.0	0.83	0.0	0.0	2022	1762	260	0.009186	0.005286	0.0039
2025-06-27 19:59:18	18	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	5.5	2.5	122	6	1.0	1.0	1.0	1.0	1904	1731	173	0.007788	0.005193	0.002595
2025-06-27 19:59:30	19	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	6.2	4.8	105	7	1.0	1.0	1.0	1.0	2452	2174	278	0.010692	0.006522	0.00417
2025-06-27 19:59:38	20	{'id': 'msdn-corp', 'name': 'grok-3', 'cost_input_tokens_EUR_1K': 0.003, 'cost_output_tokens_EUR_1K': 0.015}	4.4	4.2	1501	5	1.0	1.0	1.0	1.0	2339	2164	175	0.009117	0.006492	0.002625
2025-06-27 19:59:46	1	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	5.2	1.4	4	4	1.0	1.0	1.0	1.0	2471	1622	120	0.000558	0.000405	0.000152
2025-06-27 20:00:04	2	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	16.9	1.5	5	4	1.0	1.0	1.0	1.0	4481	1532	105	0.000516	0.000383	0.000133
2025-06-27 20:00:17	3	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	5.5	7.8	5	3	1.0	1.0	1.0	1.0	2695	1810	68	0.000539	0.000452	8.6e-05
2025-06-27 20:00:43	4	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	19.9	5.2	15	4	1.0	1.0	1.0	1.0	5514	2137	273	0.000881	0.000534	0.000347
2025-06-27 20:01:15	5	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	28.0	3.9	123	3	1.0	0.5	0.0	0.0	7248	2155	230	0.000831	0.000539	0.000292
2025-06-27 20:01:26	6	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	9.5	1.5	10	3	1.0	1.0	1.0	1.0	3136	1700	147	0.000612	0.000425	0.000187
2025-06-27 20:01:36	7	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	8.2	1.9	7	3	1.0	1.0	1.0	1.0	2640	1560	85	0.000498	0.00039	0.000108
2025-06-27 20:01:44	8	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	6.6	1.8	3	4	1.0	1.0	1.0	1.0	2793	1680	124	0.000577	0.00042	0.000157
2025-06-27 20:02:07	9	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	21.2	1.9	4	3	1.0	1.0	1.0	1.0	5168	1720	146	0.000615	0.00043	0.000185
2025-06-27 20:02:22	10	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	12.4	2.3	19	4	1.0	1.0	1.0	1.0	3572	1641	101	0.000539	0.00041	0.000128
2025-06-27 20:02:44	11	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	15.6	6.1	15	2	1.0	1.0	1.0	1.0	4335	1828	54	0.000526	0.000457	6.9e-05
2025-06-27 20:02:53	12	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	7.8	1.3	3	2	1.0	1.0	1.0	1.0	2875	1533	71	0.000473	0.000383	9e-05
2025-06-27 20:03:14	13	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	19.4	1.3	6	4	1.0	1.0	1.0	1.0	4923	1645	224	0.000696	0.000411	0.000284
2025-06-27 20:03:30	14	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	14.5	1.5	3	5	1.0	1.0	1.0	1.0	3979	1707	183	0.000659	0.000427	0.000232
2025-06-27 20:04:02	15	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	20.8	11.1	4	13	1.0	1.0	1.0	1.0	5103	1537	273	0.000731	0.000384	0.000347
2025-06-27 20:04:33	16	{'id': 'msdn-corp', 'name': 'grok-3-mini', 'cost_input_tokens_EUR_1K': 0.00025, 'cost_output_tokens_EUR_1K': 0.00127}	28.7	2.1	20	6	1.0	1.0	1.0	1.0	6736	1722	338	0.00086	0.000431	0.000429
