Timestamp	Question	Model	LLM_time	SQL_time	Rows	Columns	Percent_rows_equality	Percent_columns_equality	Percent_source_rows_equality	Percent_llm_rows_equality	Total_tokens	Prompt_tokens	Completion_tokens	Cost_total_EUR	Cost_input_tokens_EUR	Cost_output_tokens_EUR
2025-06-01 21:36:36	14	gpt-4.1	3.6	1.4	3	3	1.0	1.0	1.0	1.0	1869	1730	139	0.004572	0.00346	0.001112
2025-06-01 21:36:45	15	gpt-4.1	5.5	3.4	4	13	1.0	1.0	1.0	1.0	1914	1559	355	0.005958	0.003118	0.00284
2025-06-01 21:36:50	16	gpt-4.1	2.5	1.9	20	6	1.0	1.0	1.0	1.0	2073	1744	329	0.00612	0.003488	0.002632
2025-06-01 21:36:55	17	gpt-4.1	3.1	2.1	16	6	1.0	0.83	0.0	0.0	2066	1787	279	0.005806	0.003574	0.002232
2025-06-01 21:37:01	18	gpt-4.1	3.2	2.4	122	6	1.0	1.0	1.0	1.0	1957	1754	203	0.005132	0.003508	0.001624
2025-06-01 21:37:34	19	gpt-4.1	31.9	0.0	0	0	0.0	0.0	0.0	0.0	2606	2204	402	0.007624	0.004408	0.003216
2025-06-01 21:37:40	20	gpt-4.1	1.8	4.3	1501	5	1.0	1.0	1.0	1.0	2390	2193	197	0.005962	0.004386	0.001576
2025-06-01 21:37:43	1	gpt-4.1-mini	1.6	1.3	4	4	1.0	1.0	1.0	1.0	1765	1644	121	0.000851	0.000658	0.000194
2025-06-01 21:37:46	2	gpt-4.1-mini	1.6	1.2	5	4	1.0	1.0	1.0	1.0	1655	1553	102	0.000784	0.000621	0.000163
2025-06-01 21:37:56	3	gpt-4.1-mini	1.4	8.4	5	3	1.0	1.0	1.0	1.0	1907	1837	70	0.000847	0.000735	0.000112
2025-06-01 21:38:04	4	gpt-4.1-mini	3.4	5.1	15	4	1.0	1.0	1.0	1.0	2509	2165	344	0.001416	0.000866	0.00055
2025-06-01 21:38:08	5	gpt-4.1-mini	2.5	0.0	0	0	0.0	0.0	0.0	0.0	2422	2185	237	0.001253	0.000874	0.000379
2025-06-01 21:38:11	6	gpt-4.1-mini	2.0	1.5	10	3	1.0	1.0	1.0	1.0	1870	1724	146	0.000923	0.00069	0.000234
2025-06-01 21:38:15	7	gpt-4.1-mini	1.4	2.0	7	3	1.0	1.0	1.0	1.0	1660	1582	78	0.000758	0.000633	0.000125
2025-06-01 21:38:19	8	gpt-4.1-mini	1.9	1.8	3	4	1.0	1.0	1.0	1.0	1825	1702	123	0.000878	0.000681	0.000197
2025-06-01 21:38:23	9	gpt-4.1-mini	2.3	1.9	4	3	1.0	1.0	1.0	1.0	1909	1743	166	0.000963	0.000697	0.000266
2025-06-01 21:38:27	10	gpt-4.1-mini	1.9	2.4	19	4	1.0	1.0	1.0	1.0	1773	1663	110	0.000841	0.000665	0.000176
2025-06-01 21:38:35	11	gpt-4.1-mini	1.3	6.1	15	2	1.0	1.0	1.0	1.0	1915	1855	60	0.000838	0.000742	9.6e-05
2025-06-01 21:38:38	12	gpt-4.1-mini	1.2	1.5	3	2	1.0	1.0	1.0	1.0	1619	1555	64	0.000724	0.000622	0.000102
2025-06-01 21:38:45	13	gpt-4.1-mini	5.7	1.4	6	4	1.0	1.0	1.0	1.0	1934	1667	267	0.001094	0.000667	0.000427
2025-06-01 21:38:49	14	gpt-4.1-mini	2.0	1.9	3	3	1.0	1.0	1.0	1.0	1861	1730	131	0.000902	0.000692	0.00021
2025-06-01 21:38:58	15	gpt-4.1-mini	3.7	5.7	4	13	1.0	1.0	1.0	1.0	1884	1559	325	0.001144	0.000624	0.00052
2025-06-01 21:39:03	16	gpt-4.1-mini	3.3	1.9	20	6	1.0	0.83	0.0	0.0	2079	1744	335	0.001234	0.000698	0.000536
2025-06-01 21:39:13	17	gpt-4.1-mini	7.9	2.1	16	6	1.0	0.83	0.0	0.0	2050	1787	263	0.001136	0.000715	0.000421
2025-06-01 21:39:23	18	gpt-4.1-mini	5.3	4.3	122	6	1.0	1.0	1.0	1.0	2047	1754	293	0.00117	0.000702	0.000469
2025-06-01 21:39:27	19	gpt-4.1-mini	3.2	0.0	0	0	0.0	0.0	0.0	0.0	2499	2204	295	0.001354	0.000882	0.000472
2025-06-01 21:39:35	20	gpt-4.1-mini	2.8	4.4	1501	5	1.0	0.8	0.0	0.0	2417	2193	224	0.001236	0.000877	0.000358
2025-06-01 21:39:39	1	Llama-3.3-70B-Instruct	2.6	1.4	4	4	1.0	1.0	1.0	1.0	1789	1652	137	0.010186	0.009912	0.000274
2025-06-01 21:39:43	2	Llama-3.3-70B-Instruct	2.9	1.1	5	4	1.0	1.0	1.0	1.0	1676	1568	108	0.009624	0.009408	0.000216
2025-06-01 21:40:00	3	Llama-3.3-70B-Instruct	2.9	13.8	5	3	1.0	1.0	1.0	1.0	1930	1845	85	0.01124	0.01107	0.00017
2025-06-01 21:40:07	4	Llama-3.3-70B-Instruct	5.9	0.0	0	0	0.0	0.0	0.0	0.0	2388	2164	224	0.013432	0.012984	0.000448
2025-06-01 21:40:16	5	Llama-3.3-70B-Instruct	5.6	3.1	123	4	1.0	0.75	0.0	0.0	2392	2181	211	0.013508	0.013086	0.000422
2025-06-01 21:40:20	6	Llama-3.3-70B-Instruct	3.1	1.4	10	4	1.0	0.67	0.0	0.0	1909	1734	175	0.010754	0.010404	0.00035
2025-06-01 21:40:25	7	Llama-3.3-70B-Instruct	2.2	1.9	7	3	1.0	1.0	1.0	1.0	1677	1593	84	0.009726	0.009558	0.000168
2025-06-01 21:40:28	8	Llama-3.3-70B-Instruct	2.2	1.6	3	4	1.0	1.0	1.0	1.0	1840	1709	131	0.010516	0.010254	0.000262
2025-06-01 21:40:33	9	Llama-3.3-70B-Instruct	3.0	1.9	4	3	1.0	1.0	1.0	1.0	1895	1753	142	0.010802	0.010518	0.000284
2025-06-01 21:40:38	10	Llama-3.3-70B-Instruct	2.5	2.3	19	4	1.0	1.0	1.0	1.0	1773	1671	102	0.01023	0.010026	0.000204
2025-06-01 21:40:46	11	Llama-3.3-70B-Instruct	2.0	6.0	15	2	1.0	1.0	1.0	1.0	1935	1863	72	0.011322	0.011178	0.000144
2025-06-01 21:40:49	12	Llama-3.3-70B-Instruct	1.6	1.5	3	2	1.0	1.0	1.0	1.0	1637	1565	72	0.009534	0.00939	0.000144
2025-06-01 21:40:55	13	Llama-3.3-70B-Instruct	4.1	1.3	6	4	1.0	1.0	1.0	1.0	1869	1675	194	0.010438	0.01005	0.000388
2025-06-01 21:41:00	14	Llama-3.3-70B-Instruct	3.5	1.5	3	3	1.0	1.0	1.0	1.0	1895	1739	156	0.010746	0.010434	0.000312
2025-06-01 21:41:07	15	Llama-3.3-70B-Instruct	3.8	3.1	4	13	1.0	1.0	1.0	1.0	1916	1569	347	0.010108	0.009414	0.000694
2025-06-01 21:41:16	16	Llama-3.3-70B-Instruct	8.4	0.0	0	0	0.0	0.0	0.0	0.0	2163	1752	411	0.011334	0.010512	0.000822
2025-06-01 21:41:23	17	Llama-3.3-70B-Instruct	4.2	2.1	16	6	1.0	0.83	0.0	0.0	2075	1795	280	0.01133	0.01077	0.00056
2025-06-01 21:41:29	18	Llama-3.3-70B-Instruct	3.5	2.4	122	5	1.0	0.67	0.0	0.0	1942	1762	180	0.010932	0.010572	0.00036
2025-06-01 21:41:36	19	Llama-3.3-70B-Instruct	6.2	0.0	0	0	0.0	0.0	0.0	0.0	2443	2201	242	0.01369	0.013206	0.000484
2025-06-01 21:41:44	20	Llama-3.3-70B-Instruct	4.2	4.1	1501	5	1.0	1.0	1.0	1.0	2390	2193	197	0.013552	0.013158	0.000394
2025-06-01 21:41:50	1	Llama-4-Maverick-17B-128E-Instruct-FP8	3.8	1.4	4	4	1.0	1.0	1.0	1.0	1773	1645	128	0.000278	0.000214	6.4e-05
2025-06-01 21:41:54	2	Llama-4-Maverick-17B-128E-Instruct-FP8	3.1	1.2	5	4	1.0	1.0	1.0	1.0	1654	1554	100	0.000252	0.000202	5e-05
2025-06-01 21:42:04	3	Llama-4-Maverick-17B-128E-Instruct-FP8	2.1	8.2	5	3	1.0	1.0	1.0	1.0	1905	1836	69	0.000273	0.000239	3.4e-05
2025-06-01 21:42:16	4	Llama-4-Maverick-17B-128E-Instruct-FP8	7.0	4.2	15	4	1.0	1.0	1.0	1.0	2427	2164	263	0.000413	0.000281	0.000131
2025-06-01 21:42:26	5	Llama-4-Maverick-17B-128E-Instruct-FP8	7.4	3.3	942	4	0.0	0.0	0.0	0.0	2460	2185	275	0.000422	0.000284	0.000137
2025-06-01 21:42:32	6	Llama-4-Maverick-17B-128E-Instruct-FP8	4.1	1.6	10	3	1.0	0.67	0.0	0.0	1872	1725	147	0.000298	0.000224	7.3e-05
2025-06-01 21:42:37	7	Llama-4-Maverick-17B-128E-Instruct-FP8	2.5	2.1	7	3	1.0	1.0	1.0	1.0	1662	1583	79	0.000245	0.000206	3.9e-05
2025-06-01 21:42:42	8	Llama-4-Maverick-17B-128E-Instruct-FP8	3.5	1.4	3	4	1.0	1.0	1.0	1.0	1826	1703	123	0.000283	0.000221	6.1e-05
2025-06-01 21:42:48	9	Llama-4-Maverick-17B-128E-Instruct-FP8	4.0	1.9	4	4	1.0	1.0	1.0	1.0	1886	1743	143	0.000298	0.000227	7.2e-05
2025-06-01 21:42:53	10	Llama-4-Maverick-17B-128E-Instruct-FP8	3.0	2.3	19	4	1.0	1.0	1.0	1.0	1771	1664	107	0.00027	0.000216	5.3e-05
2025-06-01 21:43:01	11	Llama-4-Maverick-17B-128E-Instruct-FP8	2.0	6.2	15	2	1.0	1.0	1.0	1.0	1909	1854	55	0.000269	0.000241	2.7e-05
2025-06-01 21:43:05	12	Llama-4-Maverick-17B-128E-Instruct-FP8	2.4	1.4	3	2	1.0	1.0	1.0	1.0	1621	1556	65	0.000235	0.000202	3.2e-05
2025-06-01 21:43:12	13	Llama-4-Maverick-17B-128E-Instruct-FP8	5.1	1.7	6	4	1.0	1.0	1.0	1.0	1859	1668	191	0.000312	0.000217	9.5e-05
2025-06-01 21:43:19	14	Llama-4-Maverick-17B-128E-Instruct-FP8	4.6	1.9	3	3	1.0	1.0	1.0	1.0	1893	1731	162	0.000306	0.000225	8.1e-05
2025-06-01 21:43:29	15	Llama-4-Maverick-17B-128E-Instruct-FP8	6.1	3.8	4	13	1.0	1.0	1.0	1.0	1793	1560	233	0.000319	0.000203	0.000116
2025-06-01 21:43:39	16	Llama-4-Maverick-17B-128E-Instruct-FP8	8.2	1.8	20	5	1.0	0.67	0.0	0.0	2056	1745	311	0.000382	0.000227	0.000155
2025-06-01 21:43:49	17	Llama-4-Maverick-17B-128E-Instruct-FP8	7.8	2.1	16	5	1.0	0.83	0.0	0.0	2082	1787	295	0.00038	0.000232	0.000147
2025-06-01 21:43:56	18	Llama-4-Maverick-17B-128E-Instruct-FP8	5.0	2.4	122	5	1.0	0.67	0.0	0.0	1936	1755	181	0.000319	0.000228	9e-05
2025-06-01 21:44:08	19	Llama-4-Maverick-17B-128E-Instruct-FP8	6.2	5.5	105	4	1.0	0.57	0.0	0.0	2422	2202	220	0.000396	0.000286	0.00011
2025-06-01 21:44:18	20	Llama-4-Maverick-17B-128E-Instruct-FP8	5.1	4.5	1501	5	1.0	0.6	0.0	0.0	2369	2192	177	0.000373	0.000285	8.8e-05
2025-06-01 21:44:25	1	Llama-4-Scout-17B-16E-Instruct	5.6	1.4	4	4	1.0	1.0	1.0	1.0	1780	1645	135	0.000434	0.000329	0.000105
2025-06-01 21:44:30	2	Llama-4-Scout-17B-16E-Instruct	4.1	1.1	5	4	1.0	1.0	1.0	1.0	1655	1554	101	0.00039	0.000311	7.9e-05
2025-06-01 21:44:42	3	Llama-4-Scout-17B-16E-Instruct	3.5	8.1	5	3	1.0	1.0	1.0	1.0	1917	1836	81	0.00043	0.000367	6.3e-05
2025-06-01 21:45:13	4	Llama-4-Scout-17B-16E-Instruct	16.3	12.1	506055	4	0.0	1.0	1.0	0.0	2619	2164	455	0.000788	0.000433	0.000355
2025-06-01 21:45:23	5	Llama-4-Scout-17B-16E-Instruct	8.8	0.0	0	0	0.0	0.0	0.0	0.0	2420	2185	235	0.00062	0.000437	0.000183
2025-06-01 21:45:31	6	Llama-4-Scout-17B-16E-Instruct	6.2	1.5	10	3	1.0	0.67	0.0	0.0	1888	1725	163	0.000472	0.000345	0.000127
2025-06-01 21:45:36	7	Llama-4-Scout-17B-16E-Instruct	3.5	1.9	7	3	1.0	1.0	1.0	1.0	1666	1583	83	0.000381	0.000317	6.5e-05
2025-06-01 21:45:43	8	Llama-4-Scout-17B-16E-Instruct	5.6	1.5	3	4	1.0	1.0	1.0	1.0	1848	1703	145	0.000454	0.000341	0.000113
2025-06-01 21:45:50	9	Llama-4-Scout-17B-16E-Instruct	5.5	0.0	0	0	0.0	0.0	0.0	0.0	1886	1743	143	0.00046	0.000349	0.000112
2025-06-01 21:45:57	10	Llama-4-Scout-17B-16E-Instruct	5.2	2.1	19	4	1.0	1.0	1.0	1.0	1788	1664	124	0.00043	0.000333	9.7e-05
2025-06-01 21:46:07	11	Llama-4-Scout-17B-16E-Instruct	3.2	6.6	15	2	1.0	1.0	1.0	1.0	1932	1854	78	0.000432	0.000371	6.1e-05
2025-06-01 21:46:11	12	Llama-4-Scout-17B-16E-Instruct	3.0	1.3	3	2	1.0	1.0	1.0	1.0	1624	1556	68	0.000364	0.000311	5.3e-05
2025-06-01 21:46:21	13	Llama-4-Scout-17B-16E-Instruct	7.6	1.9	6	4	1.0	1.0	1.0	1.0	1868	1668	200	0.00049	0.000334	0.000156
2025-06-01 21:46:29	14	Llama-4-Scout-17B-16E-Instruct	5.8	2.1	3	3	1.0	1.0	1.0	1.0	1877	1731	146	0.00046	0.000346	0.000114
2025-06-01 21:46:46	15	Llama-4-Scout-17B-16E-Instruct	13.1	4.2	4	13	1.0	1.0	1.0	1.0	1908	1560	348	0.000583	0.000312	0.000271
2025-06-01 21:47:01	16	Llama-4-Scout-17B-16E-Instruct	13.9	0.0	0	0	0.0	0.0	0.0	0.0	2134	1745	389	0.000652	0.000349	0.000303
2025-06-01 21:47:36	17	Llama-4-Scout-17B-16E-Instruct	33.4	0.0	0	0	0.0	0.0	0.0	0.0	2723	1787	936	0.001087	0.000357	0.00073
2025-06-01 21:47:47	18	Llama-4-Scout-17B-16E-Instruct	8.2	2.5	122	6	1.0	0.83	0.0	0.0	1974	1755	219	0.000522	0.000351	0.000171
2025-06-01 21:47:59	19	Llama-4-Scout-17B-16E-Instruct	11.0	0.0	0	0	0.0	0.0	0.0	0.0	2501	2202	299	0.000674	0.00044	0.000233
2025-06-01 21:48:08	20	Llama-4-Scout-17B-16E-Instruct	7.6	0.0	0	0	0.0	0.0	0.0	0.0	2395	2192	203	0.000597	0.000438	0.000158
2025-06-01 21:48:14	1	Mistral-Large-2411	5.0	1.4	4	4	1.0	1.0	1.0	1.0	2357	2187	170	0.001673	0.001553	0.000121
2025-06-01 21:48:20	2	Mistral-Large-2411	4.3	1.1	5	4	1.0	1.0	1.0	1.0	2218	2072	146	0.001575	0.001471	0.000104
2025-06-01 21:48:32	3	Mistral-Large-2411	3.5	8.6	5	3	1.0	1.0	1.0	1.0	2545	2435	110	0.001807	0.001729	7.8e-05
2025-06-01 21:48:44	4	Mistral-Large-2411	8.1	4.5	5	4	0.33	1.0	0.33	1.0	3154	2863	291	0.002239	0.002033	0.000207
2025-06-01 21:48:46	5	Mistral-Large-2411	1.0	0.0	0	0	0.0	0.0	0.0	0.0	2883	2878	5	0.002047	0.002043	4e-06
2025-06-01 21:48:54	6	Mistral-Large-2411	5.8	1.5	10	3	1.0	0.67	0.0	0.0	2487	2285	202	0.001766	0.001622	0.000143
2025-06-01 21:48:59	7	Mistral-Large-2411	3.7	1.8	7	3	1.0	1.0	1.0	1.0	2219	2100	119	0.001575	0.001491	8.4e-05
2025-06-01 21:49:06	8	Mistral-Large-2411	5.3	1.6	3	4	1.0	1.0	1.0	1.0	2442	2261	181	0.001734	0.001605	0.000129
2025-06-01 21:49:08	9	Mistral-Large-2411	1.0	0.0	0	0	0.0	0.0	0.0	0.0	2322	2317	5	0.001649	0.001645	4e-06
2025-06-01 21:49:14	10	Mistral-Large-2411	3.9	2.2	19	4	1.0	1.0	1.0	1.0	2341	2205	136	0.001662	0.001566	9.7e-05
2025-06-01 21:49:24	11	Mistral-Large-2411	3.1	6.2	15	2	1.0	1.0	1.0	1.0	2554	2455	99	0.001813	0.001743	7e-05
2025-06-01 21:49:28	12	Mistral-Large-2411	2.9	1.3	3	2	1.0	1.0	1.0	1.0	2165	2071	94	0.001537	0.00147	6.7e-05
2025-06-01 21:49:38	13	Mistral-Large-2411	8.1	2.2	6	4	1.0	1.0	1.0	1.0	2520	2216	304	0.001789	0.001573	0.000216
2025-06-01 21:49:46	14	Mistral-Large-2411	5.1	2.1	3	3	1.0	1.0	1.0	1.0	2488	2307	181	0.001766	0.001638	0.000129
2025-06-01 21:49:48	15	Mistral-Large-2411	0.9	0.0	0	0	0.0	0.0	0.0	0.0	2082	2077	5	0.001478	0.001475	4e-06
2025-06-01 21:50:05	16	Mistral-Large-2411	14.5	2.3	1	6	0.05	0.17	0.0	0.0	2875	2312	563	0.002041	0.001642	0.0004
2025-06-01 21:50:19	17	Mistral-Large-2411	12.2	2.2	16	6	1.0	0.83	0.0	0.0	2830	2369	461	0.002009	0.001682	0.000327
2025-06-01 21:50:31	18	Mistral-Large-2411	8.9	2.6	122	6	1.0	1.0	1.0	1.0	2669	2329	340	0.001895	0.001654	0.000241
2025-06-01 21:50:42	19	Mistral-Large-2411	10.5	0.0	0	0	0.0	0.0	0.0	0.0	3301	2907	394	0.002344	0.002064	0.00028
2025-06-01 21:50:54	20	Mistral-Large-2411	7.3	4.5	1501	5	1.0	1.0	1.0	1.0	3157	2894	263	0.002241	0.002055	0.000187
2025-06-01 21:50:58	1	claude-3-5-sonnet-20241022	2.4	1.5	4	4	1.0	1.0	1.0	1.0	2202	2046	156	0.008478	0.006138	0.00234
2025-06-01 21:51:02	2	claude-3-5-sonnet-20241022	2.4	1.2	5	4	1.0	1.0	1.0	1.0	2071	1935	136	0.007845	0.005805	0.00204
2025-06-01 21:51:12	3	claude-3-5-sonnet-20241022	2.0	8.4	5	3	1.0	1.0	1.0	1.0	2379	2284	95	0.008277	0.006852	0.001425
2025-06-01 21:51:22	4	claude-3-5-sonnet-20241022	4.3	5.3	15	4	1.0	1.0	1.0	1.0	3006	2676	330	0.012978	0.008028	0.00495
2025-06-01 21:51:29	5	claude-3-5-sonnet-20241022	3.9	3.1	123	4	1.0	0.75	0.0	0.0	2968	2698	270	0.012144	0.008094	0.00405
2025-06-01 21:51:34	6	claude-3-5-sonnet-20241022	3.9	1.5	10	3	1.0	0.67	0.0	0.0	2329	2137	192	0.009291	0.006411	0.00288
2025-06-01 21:51:39	7	claude-3-5-sonnet-20241022	2.7	2.0	7	3	1.0	1.0	1.0	1.0	2076	1968	108	0.007524	0.005904	0.00162
2025-06-01 21:51:44	8	claude-3-5-sonnet-20241022	2.9	1.6	3	4	1.0	1.0	1.0	1.0	2261	2113	148	0.008559	0.006339	0.00222
2025-06-01 21:51:50	9	claude-3-5-sonnet-20241022	4.1	1.7	4	3	1.0	1.0	1.0	1.0	2366	2162	204	0.009546	0.006486	0.00306
2025-06-01 21:51:54	10	claude-3-5-sonnet-20241022	2.7	2.2	19	4	1.0	1.0	1.0	1.0	2211	2063	148	0.008409	0.006189	0.00222
2025-06-01 21:52:02	11	claude-3-5-sonnet-20241022	1.6	6.1	15	2	1.0	1.0	1.0	1.0	2377	2303	74	0.008019	0.006909	0.00111
2025-06-01 21:52:07	12	claude-3-5-sonnet-20241022	3.7	1.4	3	2	1.0	1.0	1.0	1.0	2026	1939	87	0.007122	0.005817	0.001305
2025-06-01 21:52:16	13	claude-3-5-sonnet-20241022	7.1	1.4	6	4	1.0	1.0	1.0	1.0	2339	2069	270	0.010257	0.006207	0.00405
2025-06-01 21:52:22	14	claude-3-5-sonnet-20241022	4.4	1.5	3	3	1.0	1.0	1.0	1.0	2338	2151	187	0.009258	0.006453	0.002805
2025-06-01 21:52:31	15	claude-3-5-sonnet-20241022	6.5	3.0	4	13	1.0	1.0	1.0	1.0	2401	1944	457	0.012687	0.005832	0.006855
2025-06-01 21:52:39	16	claude-3-5-sonnet-20241022	5.8	1.8	20	6	1.0	1.0	1.0	1.0	2600	2162	438	0.013056	0.006486	0.00657
2025-06-01 21:52:46	17	claude-3-5-sonnet-20241022	4.8	2.0	16	6	1.0	0.83	0.0	0.0	2526	2210	316	0.01137	0.00663	0.00474
2025-06-01 21:52:51	18	claude-3-5-sonnet-20241022	3.6	0.0	0	0	0.0	0.0	0.0	0.0	2433	2177	256	0.010371	0.006531	0.00384
2025-06-01 21:53:02	19	claude-3-5-sonnet-20241022	5.8	5.0	105	7	1.0	1.0	1.0	1.0	3081	2717	364	0.013611	0.008151	0.00546
2025-06-01 21:53:10	20	claude-3-5-sonnet-20241022	4.0	4.3	1501	5	1.0	1.0	1.0	1.0	2942	2705	237	0.01167	0.008115	0.003555
2025-06-01 21:53:14	1	claude-3-5-haiku-20241022	2.3	1.5	4	4	1.0	1.0	1.0	1.0	2199	2046	153	0.002249	0.001637	0.000612
2025-06-01 21:53:19	2	claude-3-5-haiku-20241022	3.3	1.2	5	4	1.0	1.0	1.0	1.0	2118	1935	183	0.00228	0.001548	0.000732
2025-06-01 21:53:29	3	claude-3-5-haiku-20241022	1.9	8.4	5	3	1.0	1.0	1.0	1.0	2378	2284	94	0.002203	0.001827	0.000376
2025-06-01 21:53:39	4	claude-3-5-haiku-20241022	5.2	5.2	15	4	1.0	1.0	1.0	1.0	3042	2676	366	0.003605	0.002141	0.001464
2025-06-01 21:53:45	5	claude-3-5-haiku-20241022	4.9	0.0	0	0	0.0	0.0	0.0	0.0	3027	2698	329	0.003474	0.002158	0.001316
2025-06-01 21:53:50	6	claude-3-5-haiku-20241022	3.2	1.4	10	3	1.0	0.67	0.0	0.0	2327	2137	190	0.00247	0.00171	0.00076
2025-06-01 21:53:54	7	claude-3-5-haiku-20241022	1.8	2.4	7	3	1.0	1.0	1.0	1.0	2063	1968	95	0.001954	0.001574	0.00038
2025-06-01 21:53:59	8	claude-3-5-haiku-20241022	3.0	2.1	3	4	1.0	1.0	1.0	1.0	2306	2113	193	0.002462	0.00169	0.000772
2025-06-01 21:54:05	9	claude-3-5-haiku-20241022	3.4	1.8	4	3	1.0	1.0	1.0	1.0	2388	2162	226	0.002634	0.00173	0.000904
2025-06-01 21:54:10	10	claude-3-5-haiku-20241022	2.5	2.3	19	4	1.0	1.0	1.0	1.0	2205	2063	142	0.002218	0.00165	0.000568
2025-06-01 21:54:18	11	claude-3-5-haiku-20241022	2.2	6.2	15	2	1.0	1.0	1.0	1.0	2379	2303	76	0.002146	0.001842	0.000304
2025-06-01 21:54:21	12	claude-3-5-haiku-20241022	1.7	1.4	3	2	1.0	1.0	1.0	1.0	2017	1939	78	0.001863	0.001551	0.000312
2025-06-01 21:54:26	13	claude-3-5-haiku-20241022	3.4	0.0	0	0	0.0	0.0	0.0	0.0	2317	2069	248	0.002647	0.001655	0.000992
2025-06-01 21:54:30	14	claude-3-5-haiku-20241022	3.2	1.1	0	3	0.0	1.0	0.0	0.0	2334	2151	183	0.002453	0.001721	0.000732
2025-06-01 21:54:38	15	claude-3-5-haiku-20241022	6.1	1.9	4	13	1.0	1.0	1.0	1.0	2462	1944	518	0.003627	0.001555	0.002072
2025-06-01 21:54:46	16	claude-3-5-haiku-20241022	6.1	1.6	20	6	1.0	1.0	1.0	1.0	2635	2162	473	0.003622	0.00173	0.001892
2025-06-01 21:54:54	17	claude-3-5-haiku-20241022	6.9	0.0	0	0	0.0	0.0	0.0	0.0	2713	2210	503	0.00378	0.001768	0.002012
2025-06-01 21:55:01	18	claude-3-5-haiku-20241022	4.1	2.6	122	5	1.0	0.67	0.0	0.0	2446	2177	269	0.002818	0.001742	0.001076
2025-06-01 21:55:11	19	claude-3-5-haiku-20241022	5.1	5.3	105	7	1.0	1.0	1.0	1.0	3073	2717	356	0.003598	0.002174	0.001424
2025-06-01 21:55:20	20	claude-3-5-haiku-20241022	4.4	4.6	1501	5	1.0	0.8	0.0	0.0	3014	2705	309	0.0034	0.002164	0.001236
2025-06-01 21:55:24	1	claude-3-7-sonnet-20250219	2.7	1.4	4	4	1.0	1.0	1.0	1.0	2202	2046	156	0.008478	0.006138	0.00234
2025-06-01 21:55:28	2	claude-3-7-sonnet-20250219	2.3	1.2	5	4	1.0	1.0	1.0	1.0	2072	1935	137	0.00786	0.005805	0.002055
2025-06-01 21:55:43	3	claude-3-7-sonnet-20250219	1.7	13.6	5	3	1.0	1.0	1.0	1.0	2379	2284	95	0.008277	0.006852	0.001425
2025-06-01 21:55:51	4	claude-3-7-sonnet-20250219	3.7	4.4	15	4	1.0	1.0	0.33	0.33	2930	2676	254	0.011838	0.008028	0.00381
2025-06-01 21:55:59	5	claude-3-7-sonnet-20250219	4.0	3.7	123	4	1.0	0.75	0.0	0.0	2974	2698	276	0.012234	0.008094	0.00414
2025-06-01 21:56:06	6	claude-3-7-sonnet-20250219	5.0	1.4	10	3	1.0	0.67	0.0	0.0	2327	2137	190	0.009261	0.006411	0.00285
2025-06-01 21:56:10	7	claude-3-7-sonnet-20250219	2.3	1.9	7	3	1.0	1.0	1.0	1.0	2076	1968	108	0.007524	0.005904	0.00162
