region_id	region_name	order_year	market_segment	num_orders	pct_of_total
3	EUROPE	1995	MACHINERY	91164	20.01
3	EUROPE	1995	BUILDING	90719	19.91
3	EUROPE	1995	HOUSEHOLD	90076	19.77
3	EUROPE	1996	AUTOMOBILE	92091	20.13
3	EUROPE	1996	FURNITURE	91728	20.05
3	EUROPE	1996	MACHINERY	91332	19.97
3	EUROPE	1996	BUILDING	91329	19.97
3	EUROPE	1996	HOUSEHOLD	90909	19.88
3	EUROPE	1997	AUTOMOBILE	91979	20.13
3	EUROPE	1997	MACHINERY	91739	20.07
3	EUROPE	1997	BUILDING	91419	20.0
3	EUROPE	1997	FURNITURE	91231	19.96
3	EUROPE	1997	HOUSEHOLD	90652	19.84
3	EUROPE	1998	FURNITURE	53973	20.19
3	EUROPE	1998	BUILDING	53569	20.04
3	EUROPE	1998	AUTOMOBILE	53501	20.02
3	EUROPE	1998	MACHINERY	53366	19.97
3	EUROPE	1998	HOUSEHOLD	52852	19.78
4	MIDDLE EAST	1992	HOUSEHOLD	91620	20.12
4	MIDDLE EAST	1992	BUILDING	91200	20.03
4	MIDDLE EAST	1992	MACHINERY	91053	20.0
4	MIDDLE EAST	1992	FURNITURE	90760	19.93
4	MIDDLE EAST	1992	AUTOMOBILE	90660	19.91
4	MIDDLE EAST	1993	FURNITURE	91392	20.07
4	MIDDLE EAST	1993	AUTOMOBILE	91212	20.03
4	MIDDLE EAST	1993	BUILDING	91127	20.01
4	MIDDLE EAST	1993	MACHINERY	90826	19.95
4	MIDDLE EAST	1993	HOUSEHOLD	90777	19.94
4	MIDDLE EAST	1994	FURNITURE	91424	20.13
4	MIDDLE EAST	1994	BUILDING	90997	20.04
4	MIDDLE EAST	1994	HOUSEHOLD	90792	19.99
4	MIDDLE EAST	1994	AUTOMOBILE	90583	19.94
4	MIDDLE EAST	1994	MACHINERY	90387	19.9
4	MIDDLE EAST	1995	MACHINERY	91316	20.09
4	MIDDLE EAST	1995	HOUSEHOLD	91021	20.03
4	MIDDLE EAST	1995	FURNITURE	90891	20.0
4	MIDDLE EAST	1995	BUILDING	90764	19.97
4	MIDDLE EAST	1995	AUTOMOBILE	90533	19.92
4	MIDDLE EAST	1996	AUTOMOBILE	91560	20.08
4	MIDDLE EAST	1996	HOUSEHOLD	91147	19.99
4	MIDDLE EAST	1996	BUILDING	91154	19.99
4	MIDDLE EAST	1996	FURNITURE	91190	19.99
4	MIDDLE EAST	1996	MACHINERY	91020	19.96
4	MIDDLE EAST	1997	FURNITURE	91260	20.07
4	MIDDLE EAST	1997	AUTOMOBILE	90886	19.99
4	MIDDLE EAST	1997	BUILDING	90884	19.99
4	MIDDLE EAST	1997	MACHINERY	90845	19.98
4	MIDDLE EAST	1997	HOUSEHOLD	90844	19.98
4	MIDDLE EAST	1998	FURNITURE	53769	20.17
4	MIDDLE EAST	1998	HOUSEHOLD	53527	20.08
4	MIDDLE EAST	1998	AUTOMOBILE	53348	20.01
4	MIDDLE EAST	1998	MACHINERY	53132	19.93
4	MIDDLE EAST	1998	BUILDING	52817	19.81
