supplier_id	supplier_name	num_suppliers	avg_cost
9170	Supplier#000009170	1	4662709.8
9512	Supplier#000009512	1	4997901.62
9744	Supplier#000009744	1	2136952.48
10220	Supplier#000010220	1	7124952.45
10305	Supplier#000010305	1	224387.56
10466	Supplier#000010466	1	3058895.64
10514	Supplier#000010514	1	1451227.34
10683	Supplier#000010683	1	3898697.0
11316	Supplier#000011316	1	1466694.25
11336	Supplier#000011336	1	4947270.56
11349	Supplier#000011349	1	7005439.65
11470	Supplier#000011470	1	2573725.84
11625	Supplier#000011625	1	5385563.15
11673	Supplier#000011673	1	4781032.96
11691	Supplier#000011691	1	4404566.25
11801	Supplier#000011801	1	2393980.2
11979	Supplier#000011979	1	2837741.5
12288	Supplier#000012288	1	788261.76
12402	Supplier#000012402	1	2456686.56
12532	Supplier#000012532	1	3656125.8
12572	Supplier#000012572	1	79960.65
12723	Supplier#000012723	1	1293735.24
13056	Supplier#000013056	1	467025.7
13169	Supplier#000013169	1	1460051.0
13474	Supplier#000013474	1	12489.49
13557	Supplier#000013557	1	406039.32
13558	Supplier#000013558	1	316655.82
13594	Supplier#000013594	1	2482723.98
13798	Supplier#000013798	1	547238.64
14011	Supplier#000014011	1	423950.72
14364	Supplier#000014364	1	1379418.79
14413	Supplier#000014413	1	32761.44
14473	Supplier#000014473	1	316365.0
14523	Supplier#000014523	1	62230.62
14686	Supplier#000014686	1	1578751.44
14806	Supplier#000014806	1	122593.0
14831	Supplier#000014831	1	5432001.76
14858	Supplier#000014858	1	4783344.2
14959	Supplier#000014959	1	5833318.88
15014	Supplier#000015014	1	51852.58
15016	Supplier#000015016	1	697194.74
15059	Supplier#000015059	1	5291382.16
15105	Supplier#000015105	1	4984245.66
15121	Supplier#000015121	1	5675849.5
15154	Supplier#000015154	1	3473812.8
15181	Supplier#000015181	1	308258.51
15293	Supplier#000015293	1	2911831.65
15919	Supplier#000015919	1	3491856.94
15946	Supplier#000015946	1	913868.6
16033	Supplier#000016033	1	771163.82
16580	Supplier#000016580	1	6855446.75
16606	Supplier#000016606	1	2469579.8
16930	Supplier#000016930	1	168466.62
16984	Supplier#000016984	1	1705024.23
17639	Supplier#000017639	1	2264352.0
17974	Supplier#000017974	1	354686.9
18080	Supplier#000018080	1	3027100.28
18120	Supplier#000018120	1	199870.02
18238	Supplier#000018238	1	923069.6
18505	Supplier#000018505	1	114742.26
18534	Supplier#000018534	1	2224211.78
18596	Supplier#000018596	1	3850811.27
18672	Supplier#000018672	1	1626674.4
18788	Supplier#000018788	1	3256849.47
18961	Supplier#000018961	1	4604402.2
19237	Supplier#000019237	1	2084997.21
19339	Supplier#000019339	1	6054227.2
19382	Supplier#000019382	1	4348731.92
19589	Supplier#000019589	1	3814518.66
19858	Supplier#000019858	1	668534.36
19894	Supplier#000019894	1	2313524.07
19992	Supplier#000019992	1	2331636.79
20027	Supplier#000020027	1	3635968.0
20043	Supplier#000020043	1	1681981.2
20303	Supplier#000020303	1	2217724.8
20445	Supplier#000020445	1	422622.9
20538	Supplier#000020538	1	392534.4
20679	Supplier#000020679	1	3087028.2
20890	Supplier#000020890	1	2039893.06
21236	Supplier#000021236	1	1689314.34
21321	Supplier#000021321	1	128798.8
21411	Supplier#000021411	1	1706691.18
21812	Supplier#000021812	1	59316.4
21893	Supplier#000021893	1	15480.37
22371	Supplier#000022371	1	3337882.52
22385	Supplier#000022385	1	6211597.71
22432	Supplier#000022432	1	661131.88
22442	Supplier#000022442	1	8988485.42
22599	Supplier#000022599	1	2508005.04
22677	Supplier#000022677	1	4173280.44
22814	Supplier#000022814	1	1592421.96
22817	Supplier#000022817	1	466518.08
22830	Supplier#000022830	1	6847569.68
23005	Supplier#000023005	1	2765929.32
23270	Supplier#000023270	1	5052884.62
23296	Supplier#000023296	1	348325.68
23395	Supplier#000023395	1	2249527.2
23646	Supplier#000023646	1	136778.06
23728	Supplier#000023728	1	1097157.6
24192	Supplier#000024192	1	3407971.78
24409	Supplier#000024409	1	3044860.0
24453	Supplier#000024453	1	1550246.25
24590	Supplier#000024590	1	4261998.84
24916	Supplier#000024916	1	225350.61
24942	Supplier#000024942	1	5920693.87
25281	Supplier#000025281	1	5674177.98
25391	Supplier#000025391	1	3055155.09
25474	Supplier#000025474	1	3587221.13
25558	Supplier#000025558	1	3904486.0
25588	Supplier#000025588	1	2110356.72
26101	Supplier#000026101	1	1982451.12
26253	Supplier#000026253	1	2072228.86
26389	Supplier#000026389	1	6784222.48
26631	Supplier#000026631	1	13427.4
26656	Supplier#000026656	1	4099063.8
26772	Supplier#000026772	1	1545484.45
26774	Supplier#000026774	1	554616.04
26938	Supplier#000026938	1	1950248.2
26992	Supplier#000026992	1	4445429.17
27120	Supplier#000027120	1	4502051.84
27125	Supplier#000027125	1	1025753.6
27355	Supplier#000027355	1	6062447.06
27366	Supplier#000027366	1	1199823.03
27381	Supplier#000027381	1	258416.64
27463	Supplier#000027463	1	40867.97
27895	Supplier#000027895	1	4970851.8
27903	Supplier#000027903	1	6933037.0
27951	Supplier#000027951	1	1895585.12
28005	Supplier#000028005	1	1352173.44
28047	Supplier#000028047	1	205409.28
28363	Supplier#000028363	1	4124486.94
28629	Supplier#000028629	1	5451506.04
28751	Supplier#000028751	1	4204016.7
28866	Supplier#000028866	1	2201576.13
29158	Supplier#000029158	1	2234407.7
29248	Supplier#000029248	1	4856823.84
29917	Supplier#000029917	1	5578635.0
29936	Supplier#000029936	1	5059315.25
30145	Supplier#000030145	1	4726560.0
30335	Supplier#000030335	1	2396023.72
30355	Supplier#000030355	1	4722308.54
30433	Supplier#000030433	1	1749575.52
30498	Supplier#000030498	1	3580337.4
30520	Supplier#000030520	1	6956770.08
30719	Supplier#000030719	1	551095.08
30777	Supplier#000030777	1	940620.92
31077	Supplier#000031077	1	84042.0
32207	Supplier#000032207	1	6737507.98
32214	Supplier#000032214	1	3241129.6
32224	Supplier#000032224	1	122881.1
32838	Supplier#000032838	1	346475.34
32901	Supplier#000032901	1	2075345.46
32934	Supplier#000032934	1	447513.08
33029	Supplier#000033029	1	1113125.46
33272	Supplier#000033272	1	809933.28
33279	Supplier#000033279	1	3219649.09
33528	Supplier#000033528	1	140208.35
33583	Supplier#000033583	1	2112667.04
34137	Supplier#000034137	1	1982340.08
34181	Supplier#000034181	1	1523212.9
34741	Supplier#000034741	1	7635870.16
35166	Supplier#000035166	1	11318.3
35323	Supplier#000035323	1	4715889.92
35463	Supplier#000035463	1	1253753.76
35471	Supplier#000035471	1	2598921.93
35557	Supplier#000035557	1	772634.55
35684	Supplier#000035684	1	371046.96
35986	Supplier#000035986	1	1370934.15
36067	Supplier#000036067	1	3804938.3
36085	Supplier#000036085	1	2399194.46
36102	Supplier#000036102	1	690373.26
36178	Supplier#000036178	1	938238.6
36313	Supplier#000036313	1	2785921.0
36317	Supplier#000036317	1	5502510.98
36333	Supplier#000036333	1	9683739.96
36350	Supplier#000036350	1	6668550.24
36368	Supplier#000036368	1	2990806.65
36471	Supplier#000036471	1	1288243.66
36699	Supplier#000036699	1	6651422.47
36759	Supplier#000036759	1	8837414.46
36810	Supplier#000036810	1	2508134.44
36922	Supplier#000036922	1	1484681.31
37234	Supplier#000037234	1	1145576.64
37416	Supplier#000037416	1	1638615.15
37546	Supplier#000037546	1	3817913.4
37579	Supplier#000037579	1	2138898.09
37925	Supplier#000037925	1	582687.21
38187	Supplier#000038187	1	1818463.85
38392	Supplier#000038392	1	3372381.04
38558	Supplier#000038558	1	468207.6
38561	Supplier#000038561	1	224639.36
38564	Supplier#000038564	1	7129194.8
38810	Supplier#000038810	1	4502259.33
38984	Supplier#000038984	1	471209.17
39428	Supplier#000039428	1	2624209.7
39487	Supplier#000039487	1	19170.14
39502	Supplier#000039502	1	6794310.6
39541	Supplier#000039541	1	209462.04
39820	Supplier#000039820	1	264977.13
39852	Supplier#000039852	1	609238.22
39974	Supplier#000039974	1	764868.65
40024	Supplier#000040024	1	676780.45
40155	Supplier#000040155	1	4112756.1
40188	Supplier#000040188	1	3188586.84
40371	Supplier#000040371	1	4677464.22
40537	Supplier#000040537	1	155899.5
40770	Supplier#000040770	1	2208100.06
40957	Supplier#000040957	1	3386129.7
41171	Supplier#000041171	1	461343.75
41553	Supplier#000041553	1	313204.54
41596	Supplier#000041596	1	3566966.13
41612	Supplier#000041612	1	1433202.12
41949	Supplier#000041949	1	1179584.6
41992	Supplier#000041992	1	839724.8
42163	Supplier#000042163	1	1200456.63
42597	Supplier#000042597	1	2994520.62
42959	Supplier#000042959	1	1406721.11
42968	Supplier#000042968	1	591778.48
43087	Supplier#000043087	1	756880.8
43139	Supplier#000043139	1	3216459.4
43220	Supplier#000043220	1	1065247.5
43299	Supplier#000043299	1	1024322.13
43509	Supplier#000043509	1	2318243.2
43551	Supplier#000043551	1	2061721.22
43566	Supplier#000043566	1	60405.87
43687	Supplier#000043687	1	5471156.46
43797	Supplier#000043797	1	676030.95
44256	Supplier#000044256	1	3294154.08
44398	Supplier#000044398	1	1151041.12
44592	Supplier#000044592	1	65436.54
44863	Supplier#000044863	1	1273653.6
44901	Supplier#000044901	1	6958321.72
44959	Supplier#000044959	1	663156.12
45053	Supplier#000045053	1	5984026.88
45276	Supplier#000045276	1	7517147.88
45446	Supplier#000045446	1	568864.98
45549	Supplier#000045549	1	896682.79
45695	Supplier#000045695	1	2098709.88
45890	Supplier#000045890	1	3373640.0
45914	Supplier#000045914	1	3157397.91
46010	Supplier#000046010	1	2381422.68
46018	Supplier#000046018	1	2962363.46
46253	Supplier#000046253	1	1221396.05
46323	Supplier#000046323	1	5593247.99
46405	Supplier#000046405	1	50265.18
46585	Supplier#000046585	1	5968498.9
46674	Supplier#000046674	1	4488933.61
46764	Supplier#000046764	1	1740143.99
46878	Supplier#000046878	1	282477.58
47086	Supplier#000047086	1	6915072.57
47358	Supplier#000047358	1	2281800.06
47385	Supplier#000047385	1	5364835.85
47436	Supplier#000047436	1	3195379.28
47602	Supplier#000047602	1	111905.3
47693	Supplier#000047693	1	2309772.0
47716	Supplier#000047716	1	778092.0
47790	Supplier#000047790	1	3379328.98
47830	Supplier#000047830	1	8122796.5
47972	Supplier#000047972	1	215217.28
48242	Supplier#000048242	1	5682422.25
48246	Supplier#000048246	1	404328.64
48260	Supplier#000048260	1	9075454.92
48287	Supplier#000048287	1	5948644.32
48475	Supplier#000048475	1	4033585.0
48601	Supplier#000048601	1	1333162.11
48623	Supplier#000048623	1	3457081.29
48745	Supplier#000048745	1	5328977.2
49216	Supplier#000049216	1	1311649.68
49421	Supplier#000049421	1	676924.08
49596	Supplier#000049596	1	815733.8
49919	Supplier#000049919	1	7962778.74
49992	Supplier#000049992	1	1137.5
50227	Supplier#000050227	1	181714.0
50488	Supplier#000050488	1	3211340.58
50566	Supplier#000050566	1	6584421.96
50569	Supplier#000050569	1	4425035.58
50923	Supplier#000050923	1	80423.96
51118	Supplier#000051118	1	49421.7
51131	Supplier#000051131	1	2413797.1
51253	Supplier#000051253	1	1651334.16
51352	Supplier#000051352	1	8232854.63
51396	Supplier#000051396	1	6412498.75
51613	Supplier#000051613	1	900742.32
51634	Supplier#000051634	1	993982.88
51672	Supplier#000051672	1	2400111.42
51726	Supplier#000051726	1	61096.36
51766	Supplier#000051766	1	581582.46
51789	Supplier#000051789	1	334548.25
51945	Supplier#000051945	1	114964.29
52086	Supplier#000052086	1	7016394.46
52138	Supplier#000052138	1	8429449.6
52303	Supplier#000052303	1	6956335.08
52358	Supplier#000052358	1	2492880.0
52366	Supplier#000052366	1	1380176.49
52391	Supplier#000052391	1	7949311.16
52415	Supplier#000052415	1	4587278.56
52508	Supplier#000052508	1	4290714.6
52784	Supplier#000052784	1	213349.01
52904	Supplier#000052904	1	646302.65
53005	Supplier#000053005	1	6213613.56
53054	Supplier#000053054	1	4402904.76
53371	Supplier#000053371	1	200980.67
53700	Supplier#000053700	1	2036219.46
53880	Supplier#000053880	1	299152.4
53922	Supplier#000053922	1	1037381.0
54019	Supplier#000054019	1	1245284.8
54137	Supplier#000054137	1	607339.15
54710	Supplier#000054710	1	7947160.76
54918	Supplier#000054918	1	4750846.48
55101	Supplier#000055101	1	61283.52
55103	Supplier#000055103	1	151752.15
55367	Supplier#000055367	1	8420091.11
55375	Supplier#000055375	1	5541452.4
55434	Supplier#000055434	1	2167829.04
55503	Supplier#000055503	1	6665972.4
55534	Supplier#000055534	1	781996.6
55736	Supplier#000055736	1	47310.32
55791	Supplier#000055791	1	2159786.07
56018	Supplier#000056018	1	1790664.12
56094	Supplier#000056094	1	3504541.32
56570	Supplier#000056570	1	3405478.68
57221	Supplier#000057221	1	4322789.9
57259	Supplier#000057259	1	3915909.8
57442	Supplier#000057442	1	4861708.28
57501	Supplier#000057501	1	60430.5
57840	Supplier#000057840	1	1429650.19
57906	Supplier#000057906	1	1206525.78
58042	Supplier#000058042	1	2082297.0
58274	Supplier#000058274	1	4415165.73
58295	Supplier#000058295	1	923860.35
58483	Supplier#000058483	1	3840966.4
58598	Supplier#000058598	1	448865.95
59192	Supplier#000059192	1	1710572.16
59492	Supplier#000059492	1	1294122.83
59625	Supplier#000059625	1	1194958.24
60184	Supplier#000060184	1	3452067.02
60269	Supplier#000060269	1	45179.75
60476	Supplier#000060476	1	13263.78
60480	Supplier#000060480	1	5201454.8
60681	Supplier#000060681	1	2069371.44
61002	Supplier#000061002	1	857302.6
61052	Supplier#000061052	1	1054349.37
61100	Supplier#000061100	1	3308788.4
61185	Supplier#000061185	1	3062294.52
61282	Supplier#000061282	1	843511.5
61283	Supplier#000061283	1	2504618.61
61308	Supplier#000061308	1	7892316.81
61311	Supplier#000061311	1	3609497.22
61314	Supplier#000061314	1	44713.08
61472	Supplier#000061472	1	217822.92
61651	Supplier#000061651	1	6517203.84
61750	Supplier#000061750	1	5679766.05
61827	Supplier#000061827	1	790295.1
62252	Supplier#000062252	1	429806.25
62504	Supplier#000062504	1	2164926.98
62558	Supplier#000062558	1	1109630.4
62745	Supplier#000062745	1	634675.68
62942	Supplier#000062942	1	559384.76
63052	Supplier#000063052	1	114106.02
63133	Supplier#000063133	1	1830564.19
63405	Supplier#000063405	1	1668666.38
63464	Supplier#000063464	1	1591870.62
63574	Supplier#000063574	1	314011.18
63641	Supplier#000063641	1	438407.52
63774	Supplier#000063774	1	1715891.43
63993	Supplier#000063993	1	2543778.48
64342	Supplier#000064342	1	2257155.69
64443	Supplier#000064443	1	1678448.52
64445	Supplier#000064445	1	1951625.48
64524	Supplier#000064524	1	370088.4
64813	Supplier#000064813	1	2125666.9
64834	Supplier#000064834	1	3239700.42
64988	Supplier#000064988	1	814792.32
64989	Supplier#000064989	1	1066066.92
65000	Supplier#000065000	1	3693969.27
65061	Supplier#000065061	1	501831.84
65115	Supplier#000065115	1	209917.44
65156	Supplier#000065156	1	2281315.26
65164	Supplier#000065164	1	1740796.5
65195	Supplier#000065195	1	893569.44
65259	Supplier#000065259	1	2078196.88
65498	Supplier#000065498	1	1545435.5
65782	Supplier#000065782	1	2764097.38
65815	Supplier#000065815	1	56830.2
65913	Supplier#000065913	1	684580.03
65924	Supplier#000065924	1	4268661.12
66015	Supplier#000066015	1	5594121.3
66187	Supplier#000066187	1	1272583.92
66299	Supplier#000066299	1	4165338.84
66569	Supplier#000066569	1	439593.58
66892	Supplier#000066892	1	3914608.7
67000	Supplier#000067000	1	4109351.3
67042	Supplier#000067042	1	2403746.46
67106	Supplier#000067106	1	1647078.72
67964	Supplier#000067964	1	2319210.0
67985	Supplier#000067985	1	3047041.02
68066	Supplier#000068066	1	3690770.39
68082	Supplier#000068082	1	1124563.6
68226	Supplier#000068226	1	3951913.84
68254	Supplier#000068254	1	5213968.0
68497	Supplier#000068497	1	666135.25
68576	Supplier#000068576	1	557568.2
68806	Supplier#000068806	1	704097.78
69305	Supplier#000069305	1	6579911.88
69350	Supplier#000069350	1	3056335.76
69354	Supplier#000069354	1	1689069.48
69538	Supplier#000069538	1	265031.0
69573	Supplier#000069573	1	430619.8
69848	Supplier#000069848	1	28023.04
69880	Supplier#000069880	1	1148847.0
70047	Supplier#000070047	1	3367794.01
70063	Supplier#000070063	1	2110241.28
70443	Supplier#000070443	1	1833103.45
70647	Supplier#000070647	1	4558718.12
70890	Supplier#000070890	1	1475205.48
70930	Supplier#000070930	1	4087333.53
71022	Supplier#000071022	1	2421188.1
71028	Supplier#000071028	1	4563969.4
71049	Supplier#000071049	1	243138.75
71270	Supplier#000071270	1	2992169.32
71325	Supplier#000071325	1	2148.55
71678	Supplier#000071678	1	1058607.98
71780	Supplier#000071780	1	3886956.92
71883	Supplier#000071883	1	4006187.88
72097	Supplier#000072097	1	2156483.84
72367	Supplier#000072367	1	3350618.4
72454	Supplier#000072454	1	3782070.24
72709	Supplier#000072709	1	981215.0
72729	Supplier#000072729	1	3665823.0
72815	Supplier#000072815	1	1876692.3
72983	Supplier#000072983	1	492174.6
73207	Supplier#000073207	1	1192861.44
73260	Supplier#000073260	1	8121546.9
73304	Supplier#000073304	1	1077810.0
73399	Supplier#000073399	1	4407696.95
73482	Supplier#000073482	1	5411812.35
73616	Supplier#000073616	1	164680.0
73642	Supplier#000073642	1	1962353.94
74201	Supplier#000074201	1	893482.08
74204	Supplier#000074204	1	7645416.25
74677	Supplier#000074677	1	2552326.56
74912	Supplier#000074912	1	7590363.15
74936	Supplier#000074936	1	6323292.51
75245	Supplier#000075245	1	502027.12
75572	Supplier#000075572	1	95546.57
75574	Supplier#000075574	1	803389.8
75622	Supplier#000075622	1	245926.12
76067	Supplier#000076067	1	1118885.4
76253	Supplier#000076253	1	1370811.96
76353	Supplier#000076353	1	4332045.28
76601	Supplier#000076601	1	4099885.58
76637	Supplier#000076637	1	2006475.46
76726	Supplier#000076726	1	3617069.4
76768	Supplier#000076768	1	1681745.7
76952	Supplier#000076952	1	4445639.38
76994	Supplier#000076994	1	62479.8
77156	Supplier#000077156	1	1004059.22
77361	Supplier#000077361	1	1028103.09
77366	Supplier#000077366	1	2178399.72
77431	Supplier#000077431	1	1880131.68
77525	Supplier#000077525	1	2785368.0
77785	Supplier#000077785	1	98184.68
77905	Supplier#000077905	1	525957.64
78005	Supplier#000078005	1	1240612.12
78061	Supplier#000078061	1	185871.4
78603	Supplier#000078603	1	1125973.03
78879	Supplier#000078879	1	5274379.5
78894	Supplier#000078894	1	3338398.56
78902	Supplier#000078902	1	2489033.4
79028	Supplier#000079028	1	2840292.0
79144	Supplier#000079144	1	2631467.32
79238	Supplier#000079238	1	6128945.28
79915	Supplier#000079915	1	155316.7
79958	Supplier#000079958	1	1977714.36
80098	Supplier#000080098	1	2707040.0
80117	Supplier#000080117	1	2467783.92
80166	Supplier#000080166	1	1033271.85
80342	Supplier#000080342	1	779764.86
80431	Supplier#000080431	1	6192832.8
80508	Supplier#000080508	1	338713.1
80548	Supplier#000080548	1	487005.04
80749	Supplier#000080749	1	1371739.2
80753	Supplier#000080753	1	2708161.52
80948	Supplier#000080948	1	115707.76
81036	Supplier#000081036	1	97337.52
81113	Supplier#000081113	1	1375.14
81574	Supplier#000081574	1	850885.13
82220	Supplier#000082220	1	2292293.45
82235	Supplier#000082235	1	358358.4
82250	Supplier#000082250	1	119712.18
82268	Supplier#000082268	1	5697111.06
82449	Supplier#000082449	1	2464375.32
82512	Supplier#000082512	1	2656468.66
82834	Supplier#000082834	1	541661.28
82908	Supplier#000082908	1	3204810.0
82911	Supplier#000082911	1	1256930.64
83055	Supplier#000083055	1	55886.76
83268	Supplier#000083268	1	585428.45
83311	Supplier#000083311	1	471907.08
83498	Supplier#000083498	1	1998345.34
83613	Supplier#000083613	1	1849747.68
84175	Supplier#000084175	1	3024837.84
84502	Supplier#000084502	1	4663114.44
84743	Supplier#000084743	1	3979678.08
85287	Supplier#000085287	1	198317.25
85481	Supplier#000085481	1	302014.6
85497	Supplier#000085497	1	3342968.7
86018	Supplier#000086018	1	6236439.08
86078	Supplier#000086078	1	365098.19
86115	Supplier#000086115	1	715962.24
86299	Supplier#000086299	1	531602.0
86315	Supplier#000086315	1	51364.95
86473	Supplier#000086473	1	2071985.88
86607	Supplier#000086607	1	1517101.44
86662	Supplier#000086662	1	1755971.62
86815	Supplier#000086815	1	1818051.51
86960	Supplier#000086960	1	6593931.6
87388	Supplier#000087388	1	4689934.23
87518	Supplier#000087518	1	528569.79
87565	Supplier#000087565	1	204894.97
87756	Supplier#000087756	1	4611699.12
87891	Supplier#000087891	1	4059889.61
88054	Supplier#000088054	1	2452237.29
88151	Supplier#000088151	1	3176942.4
88469	Supplier#000088469	1	1222090.56
88567	Supplier#000088567	1	125504.0
88584	Supplier#000088584	1	4415992.14
88650	Supplier#000088650	1	759582.1
89459	Supplier#000089459	1	1976970.9
89527	Supplier#000089527	1	68132.61
89667	Supplier#000089667	1	7356164.31
89822	Supplier#000089822	1	3533557.18
89848	Supplier#000089848	1	258410.56
89856	Supplier#000089856	1	347880.0
89910	Supplier#000089910	1	424715.4
90001	Supplier#000090001	1	3246863.4
90008	Supplier#000090008	1	5296741.2
90062	Supplier#000090062	1	2280664.26
90098	Supplier#000090098	1	2295359.9
90118	Supplier#000090118	1	2269432.2
90153	Supplier#000090153	1	1608706.2
90178	Supplier#000090178	1	1290553.31
90276	Supplier#000090276	1	1807236.33
90367	Supplier#000090367	1	1308572.5
90916	Supplier#000090916	1	2161367.04
90935	Supplier#000090935	1	5676932.16
91024	Supplier#000091024	1	8866582.92
91318	Supplier#000091318	1	624831.12
91911	Supplier#000091911	1	466181.1
92008	Supplier#000092008	1	407232.0
92057	Supplier#000092057	1	2675775.83
92122	Supplier#000092122	1	6058364.68
92964	Supplier#000092964	1	2218060.19
93002	Supplier#000093002	1	2268558.14
93073	Supplier#000093073	1	35417.2
93101	Supplier#000093101	1	529837.56
93269	Supplier#000093269	1	2055032.72
93517	Supplier#000093517	1	5568618.77
93586	Supplier#000093586	1	6479417.34
93779	Supplier#000093779	1	2971274.79
94327	Supplier#000094327	1	3052170.38
94556	Supplier#000094556	1	3961744.02
94581	Supplier#000094581	1	335245.11
94887	Supplier#000094887	1	3341655.21
94981	Supplier#000094981	1	3691225.34
95073	Supplier#000095073	1	377727.92
95527	Supplier#000095527	1	49580.6
95663	Supplier#000095663	1	136028.31
95946	Supplier#000095946	1	2662983.06
96034	Supplier#000096034	1	2407546.8
96038	Supplier#000096038	1	3149619.36
96058	Supplier#000096058	1	48746.97
96232	Supplier#000096232	1	5083543.44
96409	Supplier#000096409	1	1375333.0
96585	Supplier#000096585	1	896804.27
96796	Supplier#000096796	1	1121362.96
96888	Supplier#000096888	1	4062084.84
97596	Supplier#000097596	1	343949.96
97725	Supplier#000097725	1	620240.04
97816	Supplier#000097816	1	1151930.16
97830	Supplier#000097830	1	3721333.05
97994	Supplier#000097994	1	3868001.9
98220	Supplier#000098220	1	1103372.16
98253	Supplier#000098253	1	71689.8
98278	Supplier#000098278	1	932354.46
98393	Supplier#000098393	1	2599690.5
98489	Supplier#000098489	1	4092821.7
98631	Supplier#000098631	1	248678.88
98661	Supplier#000098661	1	3527933.5
98711	Supplier#000098711	1	5233682.7
99206	Supplier#000099206	1	917118.18
99210	Supplier#000099210	1	5045648.5
99445	Supplier#000099445	1	2676169.76
99450	Supplier#000099450	1	956788.26
99608	Supplier#000099608	1	2177507.92
99696	Supplier#000099696	1	4181312.5
99914	Supplier#000099914	1	6657060.48
